id redshift chandra.2to7 chandra.2to7_err xmm.newton.0p2to12 xmm.newton.0p2to12_err galex.FUV galex.FUV_err galex.NUV galex.NUV_err ctio.decam.u ctio.decam.u_err ctio.decam.g ctio.decam.g_err ctio.decam.r ctio.decam.r_err ctio.decam.i ctio.decam.i_err ctio.decam.z ctio.decam.z_err vista.vircam.J vista.vircam.J_err vista.vircam.H vista.vircam.H_err vista.vircam.Ks vista.vircam.Ks_err spitzer.irac.ch1 spitzer.irac.ch1_err spitzer.irac.ch2 spitzer.irac.ch2_err spitzer.irac.ch3 spitzer.irac.ch3_err spitzer.irac.ch4 spitzer.irac.ch4_err spitzer.mips.24 spitzer.mips.24_err WISE1 WISE1_err WISE2 WISE2_err WISE3 WISE3_err WISE4 WISE4_err
11 1.49 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.0005204828939311926 3.414121301966746e-05 0.0005864064026128074 1.3730020824131469e-05 0.0004029121559318818 1.6490526094439148e-05 0.0006255808586346715 2.795302802257545e-05 0.0007817803725758652 5.398572128143683e-05 0.0009130767733581507 3.730464734042661e-05 0.001213579522874743 5.5187877110862767e-05 0.001725935118928803 6.902853872259811e-05 0.003382 0.00015 0.005433 0.000313 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
12 1.3 -9999.0 -9999.0 9.71286092244499e-07 1.3631230825123698e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.003269477680295103 3.966663930320537e-05 0.0021577049844537424 1.462794181159811e-05 0.003801813634791324 2.099527408051517e-05 0.0031406134557499478 3.088965503170529e-05 0.00377075132018132 6.15092370024886e-05 0.00923843245826776 0.00014888373171504139 0.01410800652610743 0.00019502624171467293 0.017370462478913894 0.0002495281365010052 0.025852 0.0005250000000000001 0.027593 0.000763 -9999.0 -9999.0 0.027314 0.005405 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
13 0.15 -9999.0 -9999.0 8.149017764506494e-07 1.0403307139643296e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.002603971497131861 3.6794270662787105e-05 0.002944410396417572 1.4070822690418047e-05 0.003090883437122437 1.8158010949897274e-05 0.004036254092422923 2.9693809218366654e-05 0.0036569632519093593 5.786614942717089e-05 0.004794788677469545 5.1345707185857505e-05 0.006098256326162073 7.360894753198413e-05 0.006983200792500079 9.916299655871864e-05 0.014339000000000001 0.000518 0.021628 0.0008810000000000001 0.031418 0.003281 0.031278 0.006008 -9999.0 -9999.0 0.015646 0.002882 0.012543 0.0062380000000000005 -9999.0 -9999.0 -9999.0 -9999.0
14 0.65 -9999.0 -9999.0 2.8838922099464645e-06 1.5155820187972747e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.029642745096380284 0.00010186938366618314 0.03126273293855391 4.268335185986024e-05 0.028205354428847074 5.085022344752491e-05 0.030513391371570393 7.612330849848918e-05 0.030476984159578776 0.00013770743994731923 0.04618218832506614 0.0001727686413137102 0.058906295192427766 0.0002344060864050607 0.08106654281127311 0.0003196256408753262 0.173263 0.0008680000000000001 0.19719 0.0011140000000000002 0.246869 0.003848 0.266384 0.00572 -9999.0 -9999.0 0.16247999999999999 0.0052380000000000005 0.187932 0.008308 0.32181 0.06995 -9999.0 -9999.0
15 1.25 -9999.0 -9999.0 1.744585855506601e-06 1.3834509406836904e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.011113626573459193 5.127269061000165e-05 0.014258157652810627 2.1927326200546137e-05 0.01850528950935548 2.9717854231826158e-05 0.016731904782220534 4.385051611110879e-05 0.015789008792975304 8.109875130642254e-05 0.01985539018143465 7.604237450706768e-05 0.024973834646030244 0.0001154572199423998 0.03488340988091435 0.0001409869209905767 0.028262000000000002 0.0005480000000000001 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
16 0.25 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.0016422652780552279 3.554970758943882e-05 0.0018347837171673786 1.5343933555273107e-05 0.0011549620336668391 1.7881867271496464e-05 0.0012729392225577939 2.7963247348681186e-05 0.0020140498869165246 5.3648763824984286e-05 0.004276901202198373 8.024535489865802e-05 0.005607150967254006 0.00010972963898637123 0.007566356518181835 0.00012875173148080708 0.006984 0.000521 0.010513 0.000744 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
17 1.2 -9999.0 -9999.0 2.0949960727425735e-06 2.080205803521371e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.009688837479840956 5.538748341757818e-05 0.012125553008422791 2.2242672483331202e-05 0.017356298840542683 3.098977002972314e-05 0.015215255275450439 4.593099337355445e-05 0.016271328616738058 8.043339437932066e-05 0.02017743610005676 9.769665212590745e-05 0.028106783942524135 0.00018635222491177313 0.04034676637531777 0.00019040479910555395 0.100593 0.000717 0.146454 0.001307 0.187516 0.004054 0.24351 0.006344000000000001 0.7542920000000001 0.040136000000000005 0.09479800000000001 0.0040160000000000005 0.11240900000000001 0.007247 0.258464 0.08260500000000001 -9999.0 -9999.0
18 1.4 -9999.0 -9999.0 1.110917449062674e-06 1.439738078999451e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.022145399100248063 7.77351341033344e-05 0.022256239617763837 3.0341055184115117e-05 0.031077993594022045 4.180967820001181e-05 0.0313367994637828 6.36579652824373e-05 0.02839412903722082 0.00011048635307874213 0.011927019227886932 0.0003314010667617403 0.039455205305806346 8.032507165170418e-05 0.014951390789599634 0.0004846545301996634 0.068187 0.0005600000000000001 0.10491700000000001 0.001165 0.145553 0.002879 0.223561 0.006557 0.874597 0.050188 0.059484 0.003506 0.092215 0.007049000000000001 0.368468 0.083146 1.456129 0.683984
19 0.17 -9999.0 -9999.0 3.1646269408986686e-07 8.207547976827366e-08 -9999.0 -9999.0 -9999.0 -9999.0 0.0061701102936316775 4.3019641554798425e-05 0.004768090177663162 1.6593139078755235e-05 0.004899256801064355 2.1681743728891127e-05 0.006145908925093634 3.410811604026308e-05 0.006008470437215343 5.984810156716939e-05 0.006138583856596434 6.203470638800021e-05 0.007402895806713429 8.324990168448142e-05 0.008424187724375401 0.00010372743079521178 0.013536 0.00038300000000000004 0.014259 0.000837 0.020934 0.002241 0.030133 0.005962 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
20 0.9 -9999.0 -9999.0 1.992270292914744e-06 1.7828933537501414e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.0015830128131306084 3.458444305748931e-05 0.003070393779307121 1.6404756212346493e-05 0.0031303648332065242 2.1596390112886525e-05 0.0037801198091123645 3.3572970215468936e-05 0.005803459781381226 6.112037245377732e-05 0.011345149938536697 4.609714279867037e-05 0.010967955621356879 6.826509721674257e-05 0.014336447189854655 9.39246866692322e-05 0.029317 0.00046300000000000003 0.031382 0.000964 0.054486 0.002747 0.053844 0.005637 -9999.0 -9999.0 0.038194000000000006 0.0033420000000000004 0.03496200000000001 0.006923 -9999.0 -9999.0 -9999.0 -9999.0
21 1.14 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.001433841066749412 4.1412086407478025e-05 0.0012996828433408944 1.660264089145299e-05 0.0013448884831360535 2.223174509063608e-05 0.0018384447820419488 3.491126456671573e-05 0.0018090806506708493 5.9606551470125273e-05 0.002912993631429817 4.257525875117708e-05 0.004395128392226412 9.403164032997651e-05 0.006081205289773035 8.669067014745051e-05 0.011500999999999999 0.000507 0.017231000000000003 0.000823 0.030938 0.003355 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
22 0.89 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.000688478055299803 3.989572698712977e-05 0.0012842592842497074 1.500301602449731e-05 0.001953842929037634 2.0781508929809075e-05 0.0029114327161170192 3.297811538229563e-05 0.003388165285450904 5.775189502077322e-05 0.004868990361665519 0.00018538551801946916 0.006073568381344912 0.00020542961682683283 0.008610045071309646 0.00036342382144712883 0.019372 0.000421 0.025998999999999998 0.0006730000000000001 0.029407 0.0024460000000000003 0.032685000000000006 0.003993 0.23227699999999998 0.043626 0.030507000000000003 0.003175 0.037222000000000005 0.006445 -9999.0 -9999.0 -9999.0 -9999.0
23 0.11 -9999.0 -9999.0 2.6632298046936454e-07 1.4645520851809939e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.006121013775198051 4.6614401449089044e-05 0.004728077266769743 1.7017121124490432e-05 0.004476012848492531 2.2651624071586448e-05 0.00603806253755918 3.5329719031953485e-05 0.006408273668632616 6.252521436104404e-05 0.006819676691381809 0.000988505212408835 0.008734615125739231 0.0011262148979149739 0.012275725052879964 0.0008367112453552169 0.028536000000000002 0.0005510000000000001 0.037683999999999995 0.000981 -9999.0 -9999.0 0.082637 0.005896 0.13356800000000002 0.041750999999999996 0.045583 0.003359 0.02995 0.006261999999999999 -9999.0 -9999.0 -9999.0 -9999.0
24 0.25 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.002306540142491454 3.836646489610255e-05 0.001641278697209679 1.5918353116753322e-05 0.0016917149969000187 2.1584949728811205e-05 0.0017714132568128669 3.18997936155405e-05 0.002227990903337078 5.750514007179293e-05 0.0027995897318984337 7.859017419950332e-05 0.0031349016383400504 0.00010420643407054852 0.004691289879002082 0.0001051734721123614 0.006757 0.000306 0.00976 0.0008030000000000001 0.015521000000000002 0.001982 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
25 0.34 -9999.0 -9999.0 3.775373934852865e-07 1.2149049580183782e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.0009164551811908057 3.729837087996863e-05 0.001802543477083854 1.548269115164428e-05 0.001897647803354221 2.1091644281789844e-05 0.0017344600785748352 3.099009439673599e-05 0.002799515564221525 5.771343292604159e-05 0.003998125234705129 4.4423802598410575e-05 0.00644079013437115 6.93126801197973e-05 0.008471406552849729 8.6487903160538e-05 0.018154 0.000433 0.024149 0.000907 0.030636 0.002678 0.027039 0.005934999999999999 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
26 0.15 -9999.0 -9999.0 6.652116346408038e-07 1.2868936143699174e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.0036902609752270015 4.956279801966749e-05 0.005525331208316552 1.5157587286652607e-05 0.009415295688916895 2.1823423699233475e-05 0.01126943177322414 3.367851327237151e-05 0.013499663657985378 5.88531666909623e-05 0.018750025079146894 6.735163583091052e-05 0.020912390764236424 9.608709976643355e-05 0.02552012471920783 0.00012965591234408367 0.039007 0.000571 0.040994 0.000721 0.057543000000000004 0.003246 0.062151000000000005 0.0041849999999999995 0.252067 0.033939000000000004 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
27 1.36 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.00027579000466691224 4.331516989115735e-05 0.0005118989399217626 1.4086448513350907e-05 0.0007104007561929166 1.9732311598386775e-05 0.0008387751729633095 3.029758520974237e-05 0.0008931697636333434 5.273150657369066e-05 0.0014096397810863116 3.968364497114543e-05 0.0031443970657919896 6.17071937234586e-05 0.0038460652077738034 8.297001787867443e-05 0.004294 0.000124 0.004377 0.00028000000000000003 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
28 0.91 -9999.0 -9999.0 3.864746414744016e-07 8.595529683648951e-08 -9999.0 -9999.0 -9999.0 -9999.0 0.0004928935467484148 4.126084447511385e-05 0.0007658107196657669 1.400244366980576e-05 0.00146754864264596 1.997998844970342e-05 0.002397732514008129 3.3860156121432023e-05 0.002548747371619609 5.638758239008615e-05 0.004146625950687235 6.330686525788393e-05 0.0073118682964712555 8.892874459898593e-05 0.00987328753083135 0.00011347177938788141 0.033875 0.000545 0.048093000000000004 0.000878 0.062359000000000005 0.0024950000000000003 0.093366 0.006139 0.10751000000000001 0.032116 0.019679 0.003009 0.040365000000000005 0.00658 -9999.0 -9999.0 -9999.0 -9999.0
29 0.15 -9999.0 -9999.0 9.699542670539643e-07 1.161947382678955e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.002744590531990533 5.3018292978861054e-05 0.004081765418810785 1.5596110816258162e-05 0.006381362708689473 2.2771637751308167e-05 0.008693702122127323 3.4685101914747025e-05 0.009480605356617435 6.0112401851258944e-05 0.011183940426760111 5.5006476470663524e-05 0.015095561850320204 8.653236710187664e-05 0.015324967057221901 0.00010995133484411353 0.025143000000000002 0.00043 0.034084 0.0006540000000000001 0.033906 0.002297 0.027216999999999998 0.00409 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
30 1.05 -9999.0 -9999.0 3.176262887300183e-07 7.596310310434552e-08 -9999.0 -9999.0 -9999.0 -9999.0 0.003464451376107404 4.951950949909359e-05 0.004025567734554301 1.8833441450471045e-05 0.00581041281736908 2.7310015520282594e-05 0.006463046304795724 4.097240099202923e-05 0.00913458143472301 7.50971865542984e-05 0.017539464278647148 7.050324290241254e-05 0.02041949419352713 9.972301441411849e-05 0.03031000282468484 0.00014320523867361002 0.068946 0.000653 0.07545600000000001 0.0009350000000000001 0.082145 0.003254 0.102691 0.005971000000000001 0.366817 0.035779000000000005 0.070081 0.003679 0.072979 0.006991 -9999.0 -9999.0 -9999.0 -9999.0
31 0.06 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.0017873894394948827 2.9537203989554996e-05 0.004282618792697325 1.3797370538717561e-05 0.005064465420544748 1.9209716409958685e-05 0.0035534397878184665 2.805195960954716e-05 0.004173207152619933 5.4677847909429116e-05 0.005177103224104143 5.5355468837505014e-05 0.005835599423945028 8.022142222659958e-05 0.006686245054790059 9.728948599879645e-05 0.006895 0.000347 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
32 1.28 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.0009092296750157129 5.3779005314202604e-05 0.0015246762714319225 2.6327165590613955e-05 0.0018957072433644603 3.620994376637665e-05 0.002563039418098092 5.654334799609514e-05 0.003212975454789761 0.00010158546311902898 0.007078884862496811 0.00011209868987255358 0.009731359093550574 0.00011195379328777411 0.01279073574358763 0.00021075674816358955 0.029041 0.000438 0.034987000000000004 0.000713 -9999.0 -9999.0 0.046878 0.004224 -9999.0 -9999.0 0.017997 0.002967 0.020249 0.006639000000000001 -9999.0 -9999.0 -9999.0 -9999.0
33 0.07 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.0019358598934041934 3.365261161457382e-05 0.0036255796257218457 1.492326932373261e-05 0.0034291664210403124 1.9599483869992505e-05 0.0035234527672652546 3.036440197732744e-05 0.0044824211380886745 6.827943080781393e-05 0.005772220798202148 0.000144856499212093 0.0065018683123540194 0.00016817653641465442 0.008502216056982932 0.00022543443292981336 0.005647999999999999 0.000501 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
34 1.25 -9999.0 -9999.0 2.257023121580531e-06 2.5171145620794453e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.005007398239016929 4.525256242147593e-05 0.0059410699721302454 2.1181414817924913e-05 0.010553607382986255 3.3947320087265984e-05 0.011280921287828134 5.0411708788040456e-05 0.014845815094520426 9.496316975531947e-05 0.028522153002095926 0.00017752621411251795 0.03239415016027048 0.00021765622817691095 0.040943046361002156 0.00027745335587220826 0.100348 0.000704 0.113179 0.001152 0.10137900000000001 0.003492 0.159455 0.005503999999999999 0.7690480000000001 0.047063 0.106561 0.004515 0.134648 0.007813 0.339156 0.07934300000000001 1.9248640000000001 0.55668
35 1.1 -9999.0 -9999.0 4.55554311225562e-07 2.1835273998818077e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.002845029810196075 3.570278056350594e-05 0.002151914954080044 1.5338614327174473e-05 0.002794749601157811 2.1468273422540348e-05 0.0034278376887675525 3.3960218867078724e-05 0.004258744127033486 6.300731393465738e-05 0.008682002884738683 0.00012629225319009103 0.011170845492564098 0.00020643559927609604 0.013674785974521297 0.0003067498995130055 0.023016 0.0005300000000000001 0.02004 0.000901 -9999.0 -9999.0 0.020012000000000002 0.005965 0.131971 0.045396 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
36 0.4 -9999.0 -9999.0 6.573258275915845e-07 1.4376702451509887e-07 -9999.0 -9999.0 -9999.0 -9999.0 0.002425859300036577 3.68078861952439e-05 0.0029963154910901575 1.3999904281978275e-05 0.005826865078452609 2.1496950527010087e-05 0.005938803647381126 3.238720634543993e-05 0.006615365359981311 5.767897181354821e-05 0.009045541527187922 5.071021113099641e-05 0.013451070762161102 7.933703537677435e-05 0.016194564414438232 0.00010054569665913581 0.033528 0.0005639999999999999 0.032368 0.001021 0.037073999999999996 0.003444 0.038384999999999996 0.0061920000000000005 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
37 1.01 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.0009734419351213439 3.187268331691923e-05 0.0018089349001348155 1.3006821009506308e-05 0.0028359700519460912 1.7880057043400516e-05 0.003600080524374366 2.9051838747504444e-05 0.004101609411185169 5.463424416275864e-05 0.005215466041755017 8.89902896873269e-05 0.00702272418193322 0.00013387950950151622 0.011138800972913525 0.0001593411438547149 0.027530000000000002 0.00044 0.041572000000000005 0.0008860000000000001 -9999.0 -9999.0 0.055002 0.00588 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
38 0.81 -9999.0 -9999.0 1.6236350993872432e-07 8.551719644486622e-08 -9999.0 -9999.0 -9999.0 -9999.0 0.0018166136973103504 4.086059526235412e-05 0.0034479672163529903 1.7497227966588517e-05 0.006243638411076973 2.6240981800765937e-05 0.011040710547670632 4.51159676929237e-05 0.015147484277905143 7.767355722560215e-05 0.02610217854582704 3.739910694756942e-05 0.033793580715417826 5.737604906286217e-05 0.046751449950111504 7.32450292731569e-05 0.067988 0.000642 0.065003 0.001028 -9999.0 -9999.0 0.123642 0.006102000000000001 0.352408 0.032862 0.0541 0.003388 0.044381000000000004 0.006867 -9999.0 -9999.0 -9999.0 -9999.0
39 1.3 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0.00819958903655987 4.319807245287348e-05 0.006900096887925147 1.6350749792429795e-05 0.009535950524890632 2.2298014664025933e-05 0.010830387363920582 3.4179684821630785e-05 0.011798183670723926 6.323447601223658e-05 0.016687059107170613 8.281778622917035e-05 0.021870028566130958 0.00010327651096753677 0.01951034832005289 0.00013178159626788005 0.035817 0.0005570000000000001 0.060504 0.000901 0.07896500000000001 0.003077 0.13927 0.005934999999999999 0.276024 0.034425 0.042073 0.0031000000000000003 0.06087 0.006335 0.17362 0.07323900000000001 -9999.0 -9999.0
