ID RAdeg DEdeg i-mag X-flag g-flag r-flag i-flag z-flag n-corr z r_z ID-COSMOS2015 bibcode flag_magellean z_magellean flag_deimos z_deimos flag_sdss z_sdss
405 150.14709 2.71747 22.64 1 1 1 0 0 1 1.177 1 934234 2020ApJ...894...24K True 1.1776 False -1.0 False -1.0
406 149.94497 2.07814 22.51 1 1 1 0 0 1 0.888 1 511953 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
407 149.95921 2.35635 22.09 1 1 1 0 0 1 0.28585428 1 698425 "HSC miscellaneous" True -1.0 False -1.0 False -1.0
408 149.7372 2.0898 23.14 1 1 1 0 0 1 0.972 1 519494 "HSC miscellaneous" False -1.0 True 0.972 False -1.0
409 149.59852 2.20032 22.15 1 1 1 0 0 1 1.1703 1 593532 "HSC miscellaneous" True 1.1695 False -1.0 False -1.0
410 150.45494 1.9674 23.85 1 0 1 1 0 1 3.471 1 441487 "HSC miscellaneous" False -1.0 True 3.471 False -1.0
411 150.28517 1.72733 23.64 1 0 1 1 0 1 1.34 3 290561 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
412 150.22785 1.8269 23.39 1 0 1 1 0 1 1.1565686 1 353402 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
413 150.34107 2.36714 23.96 1 0 1 1 0 1 1.6 1 704286 "HSC miscellaneous" False -1.0 True 1.6 False -1.0
414 150.06922 2.23131 23.5 1 0 1 1 0 1 1.18693 1 613159 "HSC miscellaneous" False -1.0 True 1.867 False -1.0
415 149.87899 2.11452 24.68 1 0 1 1 0 1 1.953 1 534240 "HSC miscellaneous" False -1.0 True 1.953 False -1.0
416 149.96251 2.32043 23.63 1 0 1 1 0 1 0.933 1 672268 "HSC miscellaneous" False -1.0 True 0.933 False -1.0
417 149.50598 2.18535 22.02 1 0 1 1 0 1 3.225 1 582749 "HSC miscellaneous" False -1.0 True 3.225 False -1.0
418 150.71798 2.4685 23.55 1 0 0 1 1 1 3.204 1 770406 "HSC miscellaneous" False -1.0 True 3.204 False -1.0
419 150.56039 2.03691 25.02 1 0 0 1 1 1 1.5748032 1 484756 "HSC miscellaneous" False -1.0 True -1.0 False -1.0
420 150.57967 2.25236 22.94 1 0 0 1 1 1 0.615627 1 627823 "HSC miscellaneous" False -1.0 True 0.886 False -1.0
421 150.68687 2.54658 23.0 1 0 0 1 1 1 0.43748733 1 822926 "HSC miscellaneous" False -1.0 True 1.67 False -1.0
422 150.48319 1.91517 24.16 1 0 0 1 1 1 2.314 0 409604 2018ApJ...858...77H False -1.0 False -1.0 False -1.0
423 149.97778 2.39769 23.58 1 0 0 1 1 1 1.456 1 725012 "HSC miscellaneous" False -1.0 True 1.456 False -1.0
424 150.05658 2.37373 22.89 1 0 0 1 1 1 1.0782 1 709134 "HSC miscellaneous" True -1.0 False -1.0 False -1.0
425 149.90221 2.32711 23.71 1 0 0 1 1 1 1.948 1 676717 "HSC miscellaneous" True -1.0 True 1.948 False -1.0
426 149.73592 2.02757 22.63 1 0 0 1 1 1 2.454 1 479881 "HSC miscellaneous" True -1.0 True 2.454 False -1.0
427 149.67471 2.27554 23.86 1 0 0 1 1 1 1.372 1 642649 "HSC miscellaneous" True -1.0 True 1.372 False -1.0
428 149.55514 2.40264 24.49 1 0 0 1 1 1 4.044 1 727144 "HSC miscellaneous" False -1.0 True 4.044 False -1.0
429 150.57858 2.17597 24.27 1 1 0 1 0 1 2.045 3 575697 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
430 150.52145 2.34384 24.56 1 1 0 1 0 1 2.599 3 688302 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
431 150.19265 2.21984 23.68 1 1 0 1 0 1 3.079 1 605445 "HSC miscellaneous" False -1.0 True 3.079 False -1.0
432 150.08439 2.29048 22.6 1 0 1 0 1 1 1.04316 1 653385 "HSC miscellaneous" False -1.0 True 2.09 False -1.0
433 150.02262 2.14011 22.91 1 0 1 0 1 1 0.98025465 1 552419 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
434 149.9575 2.68757 23.4 1 0 1 0 1 1 1.377 3 913409 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
435 149.85473 2.60694 23.19 1 0 1 0 1 1 2.111 3 862187 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
436 149.62421 2.18066 20.77 1 0 1 0 1 1 1.187137 1 580915 "HSC miscellaneous" True 1.1856 False -1.0 True 1.186742
437 150.70922 2.14744 19.74 1 1 0 0 1 1 0.326 1 558743 "HSC miscellaneous" True 0.3256 False -1.0 False -1.0
438 150.60366 2.68653 20.94 1 1 0 0 1 1 1.7574 1 914962 "HSC miscellaneous" False -1.0 True -1.0 False -1.0
439 150.06994 2.10161 23.6 1 1 0 0 1 1 2.25 3 526398 2016ApJ...817...34M True -1.0 False -1.0 False -1.0
440 150.03516 2.04648 20.21 1 1 0 0 1 1 0.37036 0 492525 2018ApJS..234...21D True 0.3704 False -1.0 False -1.0
441 150.11043 2.70826 18.43 1 1 0 0 1 1 0.3506149 1 923481 "HSC miscellaneous" False -1.0 False -1.0 True 0.3506189
442 150.69662 1.98579 22.7 0 1 1 1 1 6 0.291 4 453072 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
443 150.63842 2.57845 22.22 0 1 1 1 1 6 1.0258 1 843386 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
444 150.59186 2.61939 22.92 0 1 1 1 1 6 3.092 4 869382 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
445 150.46898 2.33174 21.43 0 1 1 1 1 6 0.246 1 681106 "HSC miscellaneous" True 0.215 True 0.246 False -1.0
446 150.49614 2.3275 23.76 0 1 1 1 1 2 1.661 4 676889 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
447 150.4917 2.41748 23.37 0 1 1 1 1 6 0.4204357 1 737476 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
448 150.39154 2.59115 23.06 0 1 1 1 1 6 0.72 4 851352 2016ApJS..224...24L True 0.6197 False -1.0 False -1.0
449 150.27347 2.34254 24.04 0 1 1 1 1 6 1.634 4 687951 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
450 150.33926 2.6281 24.23 0 1 1 1 1 5 1.237 4 876267 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
451 150.02445 2.27321 23.34 0 1 1 1 1 5 3.677 4 640964 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
452 150.13039 2.46597 22.97 0 1 1 1 1 6 3.865 1 768961 "HSC miscellaneous" False -1.0 True 3.865 False -1.0
453 150.01662 2.44895 22.67 0 1 1 1 1 6 0.842 4 757715 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
454 150.00737 2.67111 21.28 0 1 1 1 1 3 1.3992345 1 903304 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
455 150.14082 2.73189 21.19 0 1 1 1 1 6 0.4 4 942848 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
456 149.84361 1.73313 22.91 0 1 1 1 1 6 3.192 4 293947 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
457 149.85395 1.75368 22.51 0 1 1 1 1 6 3.14 4 306758 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
458 149.95062 2.35457 22.04 0 1 1 1 1 6 0.96061426 1 696561 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
459 149.63865 2.289 20.25 0 1 1 1 1 6 0.23 4 652276 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
460 149.68263 2.43826 21.49 0 1 1 1 1 6 0.3278 1 751481 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
461 149.54147 2.29958 21.81 0 1 1 1 1 3 0.43130392 1 659386 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
462 150.49197 2.38669 22.45 0 1 1 1 0 3 1.0992048 1 718762 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
463 149.90549 2.35398 23.02 0 1 1 1 0 3 3.249 4 695302 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
464 149.68291 2.14387 22.98 0 1 1 1 0 3 1.381 4 554866 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
465 150.71432 2.06321 24.01 0 1 1 0 1 3 2.658 4 501586 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
466 150.28029 2.35167 20.2 0 1 1 0 1 1 0.67828023 1 695724 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
467 150.7088 2.66565 22.64 0 1 0 1 1 1 0.165 4 899601 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
468 150.45593 1.71645 24.92 0 0 1 1 1 2 1.733 4 282989 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
469 150.38343 1.85426 22.49 0 0 1 1 1 3 0.71563935 1 370385 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
470 150.4046 2.78052 22.35 0 0 1 1 1 3 0.598566 1 972308 "HSC miscellaneous" True 0.1431 False -1.0 False -1.0
471 150.32195 2.27449 21.9 0 0 1 1 1 3 0.3512 1 642775 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
472 150.06852 2.40944 22.56 0 0 1 1 1 3 1.565 1 732491 "HSC miscellaneous" False -1.0 True 1.565 False -1.0
473 150.10284 2.63016 21.89 0 0 1 1 1 3 0.5376 1 878566 "HSC miscellaneous" True -1.0 False -1.0 False -1.0
474 149.9708 2.74958 23.65 0 0 1 1 1 1 1.29 4 952645 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
475 149.6533 2.14465 23.3 0 0 1 1 1 2 0.27166745 1 557143 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
476 150.46775 1.71527 25.87 0 1 1 0 0 1 1.764 4 282218 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
477 150.40234 2.14531 20.88 0 1 1 0 0 1 0.4743 1 557139 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
478 150.19225 2.54455 23.29 0 1 1 0 0 1 1.2309 1 820651 "HSC miscellaneous" True 0.4994 False -1.0 False -1.0
479 150.07346 1.97913 24.27 0 1 1 0 0 1 2.591 4 448744 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
480 150.06734 2.48515 23.38 0 1 1 0 0 1 1.3604 1 781247 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
481 150.022 2.79111 21.22 0 1 1 0 0 1 0.822619 1 979537 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
482 149.91036 2.69558 21.49 0 1 1 0 0 1 0.89377 1 921254 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
483 150.55083 2.68288 23.63 0 0 1 1 0 1 3.493 4 910341 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
484 150.32241 2.04128 25.31 0 0 1 1 0 1 2.771 4 487018 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
485 150.09361 2.23721 22.31 0 0 1 1 0 1 1.43026 1 617721 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
486 149.69403 2.33439 23.52 0 0 0 1 1 1 0.497 4 681801 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
487 149.58882 2.49681 23.09 0 1 0 1 0 1 1.217 4 789561 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
488 150.28975 2.75321 23.69 0 0 1 0 1 1 1.914 4 954735 2016ApJS..224...24L False -1.0 False -1.0 False -1.0
489 150.24965 1.95294 22.48 0 1 0 0 1 1 1.1727 1 432897 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
490 150.16971 2.78131 20.79 0 1 0 0 1 1 0.724888 1 973742 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
491 150.03524 2.72781 21.04 0 1 0 0 1 1 0.5093386 1 940746 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
