ID RAdeg DEdeg i-mag X-flag g-flag r-flag i-flag z-flag n-corr z r_z ID-COSMOS2015 bibcode flag_magellean z_magellean flag_deimos z_deimos flag_sdss z_sdss
199 150.12369 2.35825 20.03 1 1 1 1 1 6 0.72547 1 700757 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
200 150.06218 2.45503 20.66 1 1 1 1 1 6 0.7341019 1 763293 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
201 150.00423 2.38915 23.28 1 1 1 1 1 5 0.090319805 1 719096 "HSC miscellaneous" True 1.8456 True 1.845 False -1.0
202 150.02011 2.35362 21.84 1 1 1 1 1 6 2.689 0 695834 2020AJ....160...37M False -1.0 False -1.0 False -1.0
203 150.05873 2.47739 20.62 1 1 1 1 1 6 1.257284 1 778366 "HSC miscellaneous" True 1.2562 False -1.0 True 1.257312
204 149.97694 2.48667 22.75 1 1 1 1 1 6 2.089 1 782146 "HSC miscellaneous" False -1.0 True 2.089 False -1.0
205 150.02108 2.42037 22.57 1 1 1 1 1 4 0.528 1 739711 "HSC miscellaneous" False -1.0 True 0.528 False -1.0
206 150.10361 2.55077 20.97 1 1 1 1 1 6 0.6911 1 826212 "HSC miscellaneous" True 0.4967 False -1.0 False -1.0
207 150.10447 2.69123 21.21 1 1 1 1 1 6 1.8807 1 916518 "HSC miscellaneous" True 1.8806 False -1.0 False -1.0
208 150.08057 2.63453 21.72 1 1 1 1 1 6 1.0651553 1 880811 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
209 150.12689 2.62654 21.68 1 1 1 1 1 6 1.8337 1 876053 "HSC miscellaneous" True 1.8412 False -1.0 False -1.0
210 149.99253 2.68256 23.52 1 1 1 1 1 6 0.6312 0 910029 2009ApJ...696.1195T True 0.6312 False -1.0 False -1.0
211 150.04526 2.68849 21.78 1 1 1 1 1 6 1.4384086 1 914572 "HSC miscellaneous" True 1.4362 False -1.0 False -1.0
212 150.04251 2.62916 20.44 1 1 1 1 1 5 1.5686 1 878415 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
213 150.03431 2.64112 21.06 1 1 1 1 1 6 0.5173 1 884940 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
214 150.06065 2.64796 20.87 1 1 1 1 1 6 0.4363 1 890018 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
215 150.03066 2.67873 21.46 1 1 1 1 1 6 1.9497 1 908790 "HSC miscellaneous" True 1.935 False -1.0 False -1.0
216 150.12578 2.69888 23.87 1 1 1 1 1 4 1.465 3 921233 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
217 150.05858 2.73034 21.69 1 1 1 1 1 6 1.141 3 942113 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
218 150.00845 2.70455 20.85 1 1 1 1 1 6 0.5805 1 926105 "HSC miscellaneous" False -1.0 True 0.58 False -1.0
219 149.97663 2.73487 23.31 1 1 1 1 1 6 1.87 3 943928 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
220 149.80796 1.70926 21.73 1 1 1 1 1 6 0.9544 1 280576 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
221 149.8347 1.81766 21.92 1 1 1 1 1 6 0.7344 1 348345 "HSC miscellaneous" True 0.3236 False -1.0 False -1.0
222 149.81688 1.84673 20.76 1 1 1 1 1 6 1.0337 1 367307 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
223 149.82053 1.81175 20.36 1 1 1 1 1 6 0.5773 1 346035 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
224 149.82193 1.83866 20.93 1 1 1 1 1 6 1.3503 1 361705 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
225 149.86204 1.89485 18.92 1 1 1 1 1 6 0.4436886 1 397900 "HSC miscellaneous" True 0.4437 False -1.0 True 0.4437065
226 149.87078 1.94619 23.82 1 1 1 1 1 3 2.684 3 429896 2016ApJ...817...34M False -1.0 True -1.0 False -1.0
227 149.79179 1.87287 22.21 1 1 1 1 1 6 1.5659 1 383384 "HSC miscellaneous" True 0.4586 False -1.0 False -1.0
228 149.92256 1.97922 22.24 1 1 1 1 1 6 2.5018 1 449364 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
229 149.92305 2.0269 22.71 1 1 1 1 1 6 2.918 3 478776 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
230 149.95773 2.0031 20.82 1 1 1 1 1 6 1.8055 1 464309 "HSC miscellaneous" True 1.8108 False -1.0 False -1.0
231 149.90955 2.08058 20.35 1 1 1 1 1 6 2.802351 1 514705 "HSC miscellaneous" True 2.8036 False -1.0 True 2.802245
232 149.89793 2.09392 21.49 1 1 1 1 1 6 1.9092 1 521908 "HSC miscellaneous" True 1.9208 False -1.0 False -1.0
233 149.88715 2.11718 22.99 1 1 1 1 1 5 0.5587488 1 536192 "HSC miscellaneous" True -1.0 False -1.0 False -1.0
234 149.91053 2.06798 22.69 1 1 1 1 1 6 1.091 1 505102 "HSC miscellaneous" True -1.0 True 1.091 False -1.0
235 149.8951 2.04721 21.78 1 1 1 1 1 6 2.1806 1 491819 "HSC miscellaneous" False -1.0 True 2.192 False -1.0
236 149.81421 2.01633 22.48 1 1 1 1 1 6 1.3662 1 472392 "HSC miscellaneous" True 1.36 False -1.0 False -1.0
237 149.79443 2.07308 23.04 1 1 1 1 1 6 0.13425398 1 508514 "HSC miscellaneous" True 2.6681 False -1.0 False -1.0
238 149.82269 2.08965 21.87 1 1 1 1 1 6 2.051 1 519456 "HSC miscellaneous" True 2.05 True 2.051 False -1.0
239 149.91244 2.20032 20.3 1 1 1 1 1 6 0.6856157 1 593404 "HSC miscellaneous" False -1.0 False -1.0 True 0.6856329
240 149.89483 2.17443 21.55 1 1 1 1 1 6 1.3238075 1 575534 "HSC miscellaneous" True 1.38 False -1.0 False -1.0
241 149.8954 2.23947 20.7 1 1 1 1 1 6 1.7416 1 619550 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
242 149.7819 2.13906 18.54 1 1 1 1 1 6 0.3542336 1 554361 "HSC miscellaneous" True 0.3542 False -1.0 True 0.3542491
243 149.82362 2.22827 22.82 1 1 1 1 1 6 2.9661665 1 611654 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
244 149.78977 2.3212 20.07 1 1 1 1 1 6 0.3775776 1 674574 "HSC miscellaneous" True 0.3775 False -1.0 True 0.3776222
245 149.82194 2.25465 20.88 1 1 1 1 1 6 0.9294967 1 631014 "HSC miscellaneous" True 0.935 False -1.0 False -1.0
246 149.85905 2.25824 22.98 1 1 1 1 1 6 0.44078135 1 631720 "HSC miscellaneous" True -1.0 True -1.0 False -1.0
247 149.80407 2.28813 23.96 1 1 1 1 1 6 2.123 3 650697 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
248 149.85156 2.2764 23.3 1 1 1 1 1 5 3.372 3 643124 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
249 149.91977 2.32742 20.27 1 1 1 1 1 6 1.4531 1 678533 "HSC miscellaneous" False -1.0 False -1.0 True 1.452958
250 149.94553 2.36926 20.92 1 1 1 1 1 6 0.9089842 1 706615 "HSC miscellaneous" True 0.9087 False -1.0 False -1.0
251 149.91694 2.38518 19.78 1 1 1 1 1 6 1.130983 1 717817 "HSC miscellaneous" True 1.1317 True 1.129 True 1.129532
252 149.88334 2.34673 21.46 1 1 1 1 1 6 1.022 1 691252 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
253 149.88102 2.45083 21.51 1 1 1 1 1 6 1.314191 1 761265 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
254 149.93843 2.50596 20.87 1 1 1 1 1 6 0.8499095 1 795779 "HSC miscellaneous" True 0.8922 False -1.0 False -1.0
255 149.93588 2.44058 21.63 1 1 1 1 1 6 0.99327207 1 753049 "HSC miscellaneous" True 0.992 False -1.0 False -1.0
256 149.95563 2.50204 22.38 1 1 1 1 1 6 0.3996155 1 792290 "HSC miscellaneous" True 1.4797 True 1.459 False -1.0
257 149.79162 2.3382 21.28 1 1 1 1 1 6 1.0107826 1 686187 "HSC miscellaneous" True 0.4319 False -1.0 False -1.0
258 149.81293 2.34546 21.54 1 1 1 1 1 6 1.799 1 691398 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
259 149.83285 2.38468 21.84 1 1 1 1 1 6 2.2717578 1 716342 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
260 149.87071 2.41727 21.93 1 1 1 1 1 6 1.5284406 1 737222 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
261 149.86803 2.35185 18.73 1 1 1 1 1 6 0.3459108 1 696906 "HSC miscellaneous" True 0.3458 False -1.0 True 0.3458925
262 149.86806 2.33069 20.55 1 1 1 1 1 6 1.485 1 681549 "HSC miscellaneous" True 1.4879 True 1.484 False -1.0
263 149.87184 2.34286 21.55 1 1 1 1 1 6 1.7341 1 688531 "HSC miscellaneous" True 1.7434 False -1.0 False -1.0
264 149.84815 2.37424 20.52 1 1 1 1 1 6 2.7262 1 709713 "HSC miscellaneous" True 2.6961 False -1.0 True 2.733889
265 149.91067 2.55465 19.96 1 1 1 1 1 6 0.7529 1 829342 "HSC miscellaneous" True 0.7517 False -1.0 False -1.0
266 149.87591 2.69026 21.39 1 1 1 1 1 6 2.1940293 1 915989 "HSC miscellaneous" False -1.0 False -1.0 True 2.194612
267 149.88377 2.66643 22.07 1 1 1 1 1 6 1.3464328 1 900425 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
268 149.93666 2.68023 20.66 1 1 1 1 1 6 1.4068607 1 909256 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
269 149.9254 2.68423 20.28 1 1 1 1 1 6 1.7790333 1 912649 "HSC miscellaneous" False -1.0 False -1.0 True 1.777828
270 149.78564 2.55479 22.32 1 1 1 1 1 6 0.8445786 1 828000 "HSC miscellaneous" True 1.7977 False -1.0 False -1.0
271 149.79619 2.56411 20.56 1 1 1 1 1 6 0.7033 1 834892 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
272 149.81144 2.55798 23.03 1 1 1 1 1 6 2.152 1 830312 "HSC miscellaneous" False -1.0 True 2.152 False -1.0
273 149.86032 2.54475 22.77 1 1 1 1 1 6 1.596 1 821027 "HSC miscellaneous" True 0.4311 True 1.596 False -1.0
274 149.808 2.64568 21.19 1 1 1 1 1 6 2.0809 1 887753 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
275 149.84324 2.65906 23.29 1 1 1 1 1 6 3.748 0 895446 2018ApJ...869...20B False -1.0 False -1.0 False -1.0
276 149.8371 2.65075 23.8 1 1 1 1 1 6 0.4682 0 889659 2009ApJ...696.1195T True 0.4682 False -1.0 False -1.0
277 149.85693 2.63803 22.91 1 1 1 1 1 6 0.5163961 1 882407 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
278 149.61515 1.78957 22.85 1 1 1 1 1 6 1.039 3 330333 2016ApJ...817...34M True 2.1688 False -1.0 False -1.0
279 149.68747 1.81266 22.58 1 1 1 1 1 6 1.2141 1 344843 "HSC miscellaneous" True 1.2138 False -1.0 False -1.0
280 149.64996 1.86587 19.48 1 1 1 1 1 5 2.934358 1 379813 "HSC miscellaneous" False -1.0 False -1.0 True 2.934213
281 149.67418 1.88837 19.97 1 1 1 1 1 6 1.784 3 393866 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
282 149.71561 2.01652 23.08 1 1 1 1 1 6 2.6852 1 472279 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
283 149.74451 2.02752 19.39 1 1 1 1 1 6 2.448023 1 479975 "HSC miscellaneous" False -1.0 False -1.0 True 2.447912
284 149.75359 2.12563 22.36 1 1 1 1 1 6 1.9415005 1 544338 "HSC miscellaneous" False -1.0 True 1.954 False -1.0
285 149.70649 2.13164 23.98 1 1 1 1 1 5 1.97 1 545954 "HSC miscellaneous" False -1.0 True 1.97 False -1.0
286 149.66361 2.08522 20.18 1 1 1 1 1 6 1.2197 1 517100 "HSC miscellaneous" True 1.22 False -1.0 False -1.0
287 149.66802 2.13535 18.57 1 1 1 1 1 6 0.3389 1 551328 "HSC miscellaneous" True 0.3386 False -1.0 False -1.0
288 149.73896 2.22069 20.37 1 1 1 1 1 6 1.0234 1 609017 "HSC miscellaneous" False -1.0 False -1.0 True 1.023918
289 149.71125 2.14515 20.31 1 1 1 1 1 6 1.531 1 556928 "HSC miscellaneous" False -1.0 True 1.531 False -1.0
290 149.70633 2.27795 20.61 1 1 1 1 1 6 0.7307 1 645944 "HSC miscellaneous" True 0.73 False -1.0 False -1.0
291 149.61759 2.21558 20.51 1 1 1 1 1 6 0.6755 1 603725 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
292 149.62172 2.2619 20.74 1 1 1 1 1 6 0.9435049 1 635497 "HSC miscellaneous" True 0.5368 False -1.0 False -1.0
293 149.6668 2.28643 21.02 1 1 1 1 1 6 1.028 1 650453 "HSC miscellaneous" True 1.0266 True 1.028 False -1.0
294 149.72075 2.34898 22.05 1 1 1 1 1 6 1.5300136 1 693350 "HSC miscellaneous" True -1.0 False -1.0 False -1.0
295 149.76348 2.33414 20.99 1 1 1 1 1 6 1.1302 1 683219 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
296 149.77831 2.45928 24.04 1 1 1 1 1 6 1.32 1 764321 "HSC miscellaneous" False -1.0 True 1.32 False -1.0
297 149.69877 2.44124 21.23 1 1 1 1 1 6 1.5160605 1 754140 "HSC miscellaneous" True 1.5174 False -1.0 False -1.0
298 149.70583 2.4198 20.39 1 1 1 1 1 6 1.1287339 1 741487 "HSC miscellaneous" True 1.1221 True 1.122 False -1.0
299 149.73852 2.43387 21.52 1 1 1 1 1 6 2.0928 1 748454 "HSC miscellaneous" False -1.0 True 2.097 False -1.0
300 149.77692 2.44428 22.41 1 1 1 1 1 5 0.2762015 1 754803 "HSC miscellaneous" True 4.17 False -1.0 False -1.0
301 149.67863 2.34889 23.36 1 1 1 1 1 6 2.017 1 692317 "HSC miscellaneous" False -1.0 True 2.017 False -1.0
302 149.60392 2.32607 23.63 1 1 1 1 1 6 2.005 1 675793 "HSC miscellaneous" True -1.0 True 2.005 False -1.0
303 149.62804 2.4595 22.16 1 1 1 1 1 6 1.1666 1 765668 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
304 149.61116 2.47171 20.59 1 1 1 1 1 6 0.692 1 773838 "HSC miscellaneous" True 0.691 False -1.0 False -1.0
305 149.70361 2.5781 20.48 1 1 1 1 1 6 1.545125 1 844144 "HSC miscellaneous" False -1.0 False -1.0 True 1.545125
306 149.69582 2.54905 22.44 1 1 1 1 1 6 1.7755 1 824019 "HSC miscellaneous" True 1.7715 False -1.0 False -1.0
307 149.72134 2.54001 21.57 1 1 1 1 1 6 1.7483785 1 818249 "HSC miscellaneous" True 1.7295 False -1.0 False -1.0
308 149.65568 2.60081 20.66 1 1 1 1 1 5 0.7342 1 859825 "HSC miscellaneous" True 0.733 False -1.0 False -1.0
309 149.6724 2.62453 23.21 1 1 1 1 1 6 2.084 1 872373 "HSC miscellaneous" False -1.0 True 2.084 False -1.0
310 149.60958 2.68958 24.13 1 1 1 1 1 6 2.059 1 915011 "HSC miscellaneous" False -1.0 True 2.059 False -1.0
311 149.58128 1.99235 22.25 1 1 1 1 1 6 1.3316 1 457171 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
312 149.58664 2.03712 20.48 1 1 1 1 1 6 1.8493 1 485406 "HSC miscellaneous" False -1.0 True 1.85 False -1.0
313 149.57351 2.02367 21.52 1 1 1 1 1 6 2.808085 1 477130 "HSC miscellaneous" False -1.0 False -1.0 True 2.807826
314 149.53291 1.95887 22.03 1 1 1 1 1 5 0.565 1 436688 "HSC miscellaneous" False -1.0 True 0.565 False -1.0
315 149.56469 1.9779 20.97 1 1 1 1 1 6 1.6844 1 449276 "HSC miscellaneous" True 1.6793 False -1.0 False -1.0
316 149.55499 1.98852 23.2 1 1 1 1 1 6 1.482 1 454808 "HSC miscellaneous" False -1.0 True 1.482 False -1.0
317 149.56494 2.09241 23.18 1 1 1 1 1 5 1.406 3 520729 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
318 149.50675 2.07472 22.34 1 1 1 1 1 6 1.2249 1 510152 "HSC miscellaneous" True 1.226 False -1.0 False -1.0
319 149.55558 2.09339 20.31 1 1 1 1 1 6 0.7016 1 523113 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
320 149.59104 2.14279 22.64 1 1 1 1 1 6 0.8408092 1 554257 "HSC miscellaneous" True 1.8664 False -1.0 False -1.0
321 149.5731 2.32739 21.06 1 1 1 1 1 6 0.7302 1 677692 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
322 150.65598 2.2245 23.25 1 1 1 1 0 2 2.149 3 608549 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
323 150.63392 2.49045 20.67 1 1 1 1 0 3 0.7958 1 785922 "HSC miscellaneous" True 0.7953 False -1.0 False -1.0
324 150.62969 2.47639 24.13 1 1 1 1 0 2 2.278 3 775611 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
325 150.42717 2.08306 21.73 1 1 1 1 0 3 0.9626 1 516335 "HSC miscellaneous" True -1.0 False -1.0 False -1.0
326 150.42124 2.21663 21.34 1 1 1 1 0 3 0.6143 1 604416 "HSC miscellaneous" True 0.6212 False -1.0 False -1.0
327 150.42196 2.38551 23.34 1 1 1 1 0 3 1.5156158 1 716954 "HSC miscellaneous" True 1.5142 False -1.0 False -1.0
328 150.4012 2.729 22.75 1 1 1 1 0 3 1.126 1 941454 "HSC miscellaneous" False -1.0 True 1.126 False -1.0
329 150.34122 1.76125 23.72 1 1 1 1 0 1 2.93 1 311121 "HSC miscellaneous" False -1.0 True 2.93 False -1.0
330 150.22528 2.3512 23.8 1 1 1 1 0 3 2.4665 1 693397 "HSC miscellaneous" False -1.0 True 2.4665 False -1.0
331 150.30006 2.70935 22.62 1 1 1 1 0 3 2.2335 1 928556 "HSC miscellaneous" True 0.7284 False -1.0 False -1.0
332 150.17523 2.74172 23.54 1 1 1 1 0 3 2.313 3 947925 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
333 150.11261 2.00914 22.88 1 1 1 1 0 2 1.182 1 469052 "HSC miscellaneous" False -1.0 True 1.182 False -1.0
334 150.12753 2.57098 23.28 1 1 1 1 0 3 1.59 3 838473 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
335 150.09496 2.6338 22.74 1 1 1 1 0 3 1.182 1 880531 "HSC miscellaneous" True 1.1815 True 1.182 False -1.0
336 149.92614 1.72479 23.64 1 1 1 1 0 2 3.297 3 288867 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
337 149.9317 1.83016 24.38 1 1 1 1 0 2 2.676 3 355258 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
338 149.78882 1.87531 22.94 1 1 1 1 0 3 1.253 3 384414 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
339 149.85145 2.13605 23.91 1 1 1 1 0 3 1.614 3 549460 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
340 149.96347 2.24144 23.68 1 1 1 1 0 2 2.1482952 1 619689 "HSC miscellaneous" True 2.1477 False -1.0 False -1.0
341 149.78363 2.39053 23.47 1 1 1 1 0 3 2.692 3 719700 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
342 149.84577 2.48161 23.5 1 1 1 1 0 2 3.363 1 780592 "HSC miscellaneous" False -1.0 True 3.363 False -1.0
343 149.92025 2.51423 21.65 1 1 1 1 0 3 0.6971 1 800486 "HSC miscellaneous" True 0.6981 True 0.698 False -1.0
344 149.79629 2.55944 22.41 1 1 1 1 0 2 1.539 0 830656 2009ApJ...696.1195T True 1.539 False -1.0 False -1.0
345 149.76953 1.84958 22.96 1 1 1 1 0 3 2.242 3 367586 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
346 149.73766 2.0652 19.95 1 1 1 1 0 3 0.677 1 505243 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
347 149.71527 2.29939 23.01 1 1 1 1 0 2 1.191 1 658690 "HSC miscellaneous" True -1.0 True 1.191 False -1.0
348 149.61071 2.41085 22.89 1 1 1 1 0 3 1.174 3 732617 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
349 149.73649 2.61074 21.97 1 1 1 1 0 3 1.3235 1 864124 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
350 149.54546 2.31772 21.17 1 1 1 1 0 3 0.85737014 1 672490 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
351 150.32723 1.9286 20.07 1 1 1 0 1 3 0.528 1 419317 "HSC miscellaneous" True 0.5277 True 0.528 True 0.5283844
352 150.17785 1.88995 21.74 1 1 1 0 1 3 0.8314423 1 394239 "HSC miscellaneous" True 0.8645 False -1.0 False -1.0
353 150.26519 2.00758 22.48 1 1 1 0 1 3 0.85 1 466941 "HSC miscellaneous" False -1.0 True 0.85 False -1.0
354 150.26174 2.11664 21.15 1 1 1 0 1 2 1.4191 1 536630 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
355 150.31799 2.23407 20.6 1 1 1 0 1 3 0.3732 1 616625 "HSC miscellaneous" True 0.373 False -1.0 False -1.0
356 149.99286 1.85788 21.5 1 1 1 0 1 1 0.834 1 373875 "HSC miscellaneous" True 0.6881 True 0.834 False -1.0
357 149.9974 2.41618 20.1 1 1 1 0 1 3 0.5691 1 737604 "HSC miscellaneous" True 0.5694 False -1.0 False -1.0
358 149.89351 2.10766 21.54 1 1 1 0 1 3 0.6859 1 532321 "HSC miscellaneous" True 0.6862 False -1.0 False -1.0
359 149.52602 2.02049 21.35 1 1 1 0 1 3 0.6228 1 475972 "HSC miscellaneous" True 0.6218 False -1.0 False -1.0
360 150.78223 2.28508 21.65 1 1 0 1 1 2 3.626 0 649286 2018ApJ...869...20B False -1.0 False -1.0 False -1.0
361 149.7791 1.92849 23.59 1 1 0 1 1 1 2.421 3 417652 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
362 150.80749 2.19807 23.51 1 0 1 1 1 3 1.818 3 590721 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
363 150.53788 2.31051 21.38 1 0 1 1 1 3 0.8385 1 666872 "HSC miscellaneous" True 0.8379 False -1.0 False -1.0
364 150.66107 2.34866 21.93 1 0 1 1 1 3 0.731 1 692655 "HSC miscellaneous" False -1.0 True 0.731 False -1.0
365 150.70379 2.36999 21.87 1 0 1 1 1 3 3.7469 1 706363 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
366 150.6837 2.67274 21.16 1 0 1 1 1 1 0.6688441 1 905927 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
367 150.62002 2.62554 22.14 1 0 1 1 1 3 1.3247 1 873407 "HSC miscellaneous" True 0.7252 False -1.0 False -1.0
368 150.49035 2.1819 23.74 1 0 1 1 1 3 2.431 3 579765 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
369 150.34772 2.39099 22.41 1 0 1 1 1 3 1.8467 1 720578 "HSC miscellaneous" False -1.0 True 1.8485 False -1.0
370 150.51815 2.52172 22.94 1 0 1 1 1 3 2.7785 0 806263 2009ApJ...696.1195T True 2.7785 False -1.0 False -1.0
371 150.17657 1.75949 21.63 1 0 1 1 1 3 1.161 0 311451 2009ApJ...696.1195T True 1.161 False -1.0 False -1.0
372 150.22761 2.11453 23.74 1 0 1 1 1 2 1.054 3 534811 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
373 150.25561 2.35353 22.59 1 0 1 1 1 3 2.975 3 694934 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
374 150.20535 2.5029 22.59 1 0 1 1 1 3 3.072 3 792762 2016ApJ...817...34M True -1.0 False -1.0 False -1.0
375 150.30066 2.59823 22.56 1 0 1 1 1 3 0.041366275 1 856446 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
376 150.23354 2.68261 23.74 1 0 1 1 1 3 1.355 3 910004 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
377 150.10789 1.86154 22.75 1 0 1 1 1 1 1.358 1 377133 "HSC miscellaneous" False -1.0 True 1.358 False -1.0
378 150.06736 2.08433 23.5 1 0 1 1 1 3 2.99 3 516134 2016ApJ...817...34M False -1.0 True -1.0 False -1.0
379 150.01052 2.2559 22.58 1 0 1 1 1 3 1.6586533 1 629988 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
380 150.04907 2.58664 23.46 1 0 1 1 1 3 1.3177 0 849718 2021ApJS..256....9S False -1.0 False -1.0 False -1.0
381 149.81707 2.23604 23.8 1 0 1 1 1 3 1.719 3 616153 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
382 149.91953 2.34537 21.68 1 0 1 1 1 3 3.015 1 690971 "HSC miscellaneous" False -1.0 True 3.015 False -1.0
383 149.88631 2.44621 24.37 1 0 1 1 1 2 1.233 1 756126 "HSC miscellaneous" False -1.0 True 1.233 False -1.0
384 149.83977 2.53762 23.82 1 0 1 1 1 2 1.3955 1 816320 "HSC miscellaneous" True 0.9388 True 1.3955 False -1.0
385 149.78075 2.12406 23.95 1 0 1 1 1 3 1.115 3 540943 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
386 149.73621 2.17994 23.78 1 0 1 1 1 3 4.2511 0 578726 2009ApJ...696.1195T True 4.2511 False -1.0 False -1.0
387 149.75092 2.46991 20.59 1 0 1 1 1 3 0.6587 1 772429 "HSC miscellaneous" True 0.6554 False -1.0 False -1.0
388 149.69657 2.60549 23.46 1 0 1 1 1 3 1.0406 0 860713 2009ApJ...696.1195T True 1.0406 True -1.0 False -1.0
389 149.63529 2.59886 22.17 1 0 1 1 1 3 2.536 1 856626 "HSC miscellaneous" False -1.0 True 2.536 False -1.0
390 150.65532 1.9956 21.8 1 1 1 0 0 1 0.979 1 459617 "HSC miscellaneous" False -1.0 True 0.979 False -1.0
391 150.5404 2.57565 20.87 1 1 1 0 0 1 0.61519283 1 842507 "HSC miscellaneous" True 0.6076 False -1.0 False -1.0
392 150.36937 2.04131 23.82 1 1 1 0 0 1 1.915 3 487345 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
393 150.38022 2.20976 23.97 1 1 1 0 0 1 2.661 1 598079 "HSC miscellaneous" False -1.0 True 2.661 False -1.0
394 150.46015 2.3586 24.43 1 1 1 0 0 1 2.42 3 698404 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
395 150.491 2.7003 22.34 1 1 1 0 0 1 1.0295 1 923300 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
396 150.45831 2.7184 22.8 1 1 1 0 0 1 1.534 1 934419 "HSC miscellaneous" False -1.0 True 1.534 False -1.0
397 150.19974 1.82662 21.18 1 1 1 0 0 1 0.8946 1 355442 "HSC miscellaneous" True 0.8935 False -1.0 False -1.0
398 150.24793 2.13623 22.51 1 1 1 0 0 1 0.895 3 550062 2016ApJ...817...34M False -1.0 False -1.0 False -1.0
399 150.31485 2.6287 23.98 1 1 1 0 0 1 2.335 0 876898 2009ApJ...696.1195T True 2.335 False -1.0 False -1.0
400 150.224 2.55075 22.21 1 1 1 0 0 1 1.0770499 1 825668 "HSC miscellaneous" True 0.942 False -1.0 False -1.0
401 150.10599 2.21314 22.21 1 1 1 0 0 1 0.92707 1 601669 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
402 150.09591 2.23089 23.45 1 1 1 0 0 1 1.76 1 612897 "HSC miscellaneous" False -1.0 True 1.76 False -1.0
403 150.14325 2.60621 21.94 1 1 1 0 0 1 0.731 1 861552 "HSC miscellaneous" False -1.0 False -1.0 False -1.0
404 150.02682 2.56203 20.96 1 1 1 0 0 1 0.7464 1 833950 "HSC miscellaneous" True 0.745 False -1.0 False -1.0
