 ID     RAdeg   DEdeg i-mag X-flag g-flag r-flag i-flag z-flag n-corr ID-COSMOS2015           z z_phot       z0          z1    z2   z3    z4    z5 r_z r_z0 r_z1 r_z4
=== ========= ======= ===== ====== ====== ====== ====== ====== ====== ============= =========== ====== ======== =========== ===== ==== ===== ===== === ==== ==== ====
149 150.24463 2.43227 20.63      1      1      1      1      1      6        747883      0.6933   -1.0   0.6933   0.6931492  -1.0 -1.0 0.693  -1.0   0    3    9    1
150 150.20902 2.43846  21.0      1      1      1      1      1      5        751736      3.7179   -1.0   3.7179      3.7132  -1.0 -1.0 3.727  -1.0   0    7    1    1
151 150.20887 2.48189 19.71      1      1      1      1      1      5        780589       3.365   -1.0    3.365    3.365502  -1.0 -1.0 3.348  -1.0   0    7    3    1
152 150.29252 2.54507 21.48      1      1      1      1      1      6        821742      2.6534   2.67   2.6534     2.65265  -1.0 2.67 2.656  -1.0   0    3    3    1
153 150.32383 2.55258 22.83      1      1      1      1      1      6        825866       0.695   0.91    0.695    1.001973  -1.0 0.91 1.633  -1.0   0    3    7    1
154 150.31791 2.60207 20.86      1      1      1      1      1      6        860452      0.9576   0.92   0.9576      0.9569  -1.0 0.92 0.957  -1.0   0    1    1    1
155 150.33446 2.56146 19.86      1      1      1      1      1      6        833026      1.8344   2.01   1.8344    1.835898  -1.0 2.01 1.835  -1.0   0    3    3    1
156 150.27629 2.52632 22.46      1      1      1      1      1      6        808811        1.45   -1.0     1.45      1.4332  -1.0 -1.0 1.436  -1.0   0    3    1    1
157 150.29924 2.63343 23.62      1      1      1      1      1      5        879130       2.987   3.01     -1.0        -1.0  -1.0 3.01 2.987 2.987   5   -1   -1    3
158  150.2978 2.67347 21.83      1      1      1      1      1      6        904792       1.592   1.59    1.592    1.591987  -1.0 1.59 1.593  -1.0   0   21    7    1
159 150.17137 2.56402 20.99      1      1      1      1      1      6        836473      0.5012   -1.0   0.5012   0.5173518  -1.0 -1.0  0.51  -1.0   0    3    9    1
160 150.16384 2.59765 21.91      1      1      1      1      1      6        856252      1.5877   2.17     -1.0      1.5877  -1.0 2.17 1.588  -1.0   1   -1    1    1
161 150.18624 2.55642 21.99      1      1      1      1      1      6        828975      0.6613   -1.0     -1.0      0.6613  -1.0 -1.0 0.653  -1.0   1   -1    2    1
162 150.23083 2.57815 19.58      1      1      1      1      1      6        844866      1.4031   -1.0   1.4031    1.401678  -1.0 -1.0 1.401  -1.0   0    3    3    1
163 150.23266 2.54427 24.57      1      1      1      1      1      4        819753       1.404    1.4    1.404        -1.0  -1.0  1.4 1.404  -1.0   0   11   -1    3
164 150.22416 2.65113 22.64      1      1      1      1      1      6        890192        -1.0   -1.0     -1.0        -1.0  -1.0 -1.0 1.749  -1.0  -1   -1   -1    3
165 150.29771 2.73879 23.22      1      1      1      1      1      6        946272   1.5917684   -1.0     -1.0   1.5917684  -1.0 -1.0 1.633  -1.0   1   -1    7    3
166 150.33854  2.7767 22.94      1      1      1      1      1      6        970077        2.13   1.92     2.13        -1.0  -1.0 1.92  2.13  2.13   0    3   -1    3
167 150.25557 2.77035 20.94      1      1      1      1      1      6        966659      0.8069   0.86     -1.0      0.8069  -1.0 0.86 0.781  -1.0   1   -1    1    1
168 150.25135 2.73714 20.76      1      1      1      1      1      6        946085      2.1616   -1.0   2.1616      2.1606  -1.0 -1.0 2.164  -1.0   0    1    1    1
169 150.16706 2.76891 21.92      1      1      1      1      1      6        965224      2.3873   2.39   2.3873        -1.0  -1.0 2.39 2.387  -1.0   0    3   -1    3
170 150.05185 1.68279 20.17      1      1      1      1      1      6        264418      2.2767   2.01   2.2767      2.2719  -1.0 2.01 2.274  -1.0   0    3    1    1
171 149.99161 1.72432 20.21      1      1      1      1      1      6        289891      1.6181    1.7   1.6181    1.624676  -1.0  1.7 1.628  -1.0   0    3    3    1
172 150.13175 1.79944 20.84      1      1      1      1      1      6        336989      1.6789    0.0   1.6789      1.6742  -1.0  0.0 1.674  -1.0   0    3    1    1
173 150.12456 1.80983 22.71      1      1      1      1      1      6        342325        1.34   1.34     -1.0        -1.0  -1.0 1.34 1.441  -1.0   3   -1   -1    3
174 150.10166 1.84837 19.81      1      1      1      1      1      6        368360      1.6637   -1.0   1.6637      1.6734  -1.0 -1.0 1.667  -1.0   0    3    1    1
175 150.11699  1.9299 22.23      1      1      1      1      1      6        419128      1.5191   1.44   1.5191   1.5186964  -1.0 1.44 1.519  -1.0   0    3    7    1
176 150.08145 1.90601 23.08      1      1      1      1      1      6        403419       0.971   1.77     -1.0        -1.0  -1.0 1.77 0.971 0.971   5   -1   -1    3
177 150.02548 1.87768 22.51      1      1      1      1      1      6        385456       1.795   1.78     -1.0       1.795  -1.0 1.78 1.796 1.796   1   -1    6    3
178  150.0427 1.87215 23.63      1      1      1      1      1      5        382018   3.3248823   -1.0     -1.0   3.3248823  -1.0 -1.0 3.325  -1.0   1   -1    9    1
179 149.98874 1.93244 22.58      1      1      1      1      1      6        420086       2.387   2.43    2.387      2.3863  -1.0 2.43 2.395  -1.0   0    3    1    1
180 150.07307  2.0035 20.61      1      1      1      1      1      6        465158        0.35   0.56     0.35       0.352  -1.0 0.56 0.352  -1.0   0    3    1    1
181 150.14562 2.04308 20.66      1      1      1      1      1      6        490038      1.1767   1.99   1.1767      1.1768  -1.0 1.99 1.178  -1.0   0    3    6    1
182 150.10558 2.12632 21.71      1      1      1      1      1      6        543535       0.961   0.94    0.961      0.9609  -1.0 0.94 0.961  -1.0   0    8    1    1
183 149.99527 2.00665 21.97      1      1      1      1      1      6        466580       1.033   -1.0    1.033    1.033309  -1.0 -1.0 1.037  -1.0   0   21    7    1
184  150.0044 2.03891 21.55      1      1      1      1      1      6        486220      3.4995   3.45   3.4995      3.5078  -1.0 3.45 3.508  -1.0   0    1    1    1
185 150.05894 2.01516 19.63      1      1      1      1      1      6        473114      2.4971   -1.0   2.4971    2.497976  -1.0 -1.0 2.499  -1.0   0    3    3    1
186 149.99176 2.13195 22.85      1      1      1      1      1      4        546685       2.129   0.97    2.129      2.1351  -1.0 0.97 2.135  -1.0   0    3    9    1
187 150.10095 2.16778 22.99      1      1      1      1      1      6        571036       2.055   2.16     -1.0        -1.0  -1.0 2.16 2.055 2.055   5   -1   -1    3
188 150.09587 2.14511 22.27      1      1      1      1      1      6        556119       1.327    1.1    1.327        -1.0  -1.0  1.1 1.323 1.323   0    9   -1    3
189 150.11296 2.16486 22.53      1      1      1      1      1      6        568506        0.48   0.48     -1.0        -1.0  -1.0 0.48 1.927  -1.0   3   -1   -1    3
190 150.13803 2.29165 17.56      1      1      1      1      1      6        649852      0.1853   0.17   0.1853   0.1854433  -1.0 0.17 0.184  -1.0   0    3    3    1
191  149.9698 2.18345 22.49      1      1      1      1      1      6        580884       1.657   2.16    1.657   1.7059889  -1.0 2.16   2.9  -1.0   0   18    7    1
192 150.02856 2.20991 21.04      1      1      1      1      1      6        599948       1.258   2.01    1.258   1.2579013  -1.0 2.01 1.258  -1.0   0    3    7    3
193 150.01821 2.25945 22.66      1      1      1      1      1      5        632339       2.673   -1.0    2.673 0.045087364  -1.0 -1.0 0.045  -1.0   0   26    9    1
194 149.99363 2.25855 20.23      1      1      1      1      1      6        633565      0.6585   1.04   0.6585      0.6582  -1.0 1.04  0.66  -1.0   0    3    8    1
195 149.99391 2.30143 19.89      1      1      1      1      1      6        661442      1.7924    1.8   1.7924    1.794041  -1.0  1.8 1.792  -1.0   0    3    3    1
196 150.00447 2.23711 21.61      1      1      1      1      1      6        617775      1.4068   0.42   1.4068   1.4058626  -1.0 0.42 1.406  -1.0   0    3    7    1
197 150.06456 2.32902 21.85      1      1      1      1      1      6        678793        0.34   0.33     0.34      1.9582  -1.0 0.33 2.445  -1.0   0    3    2    1
198 150.09156 2.39905 21.75      1      1      1      1      1      6        725867        2.48   -1.0     2.48    2.472153  -1.0 -1.0 2.475  -1.0   0    3    7    1
199 150.12369 2.35825 20.03      1      1      1      1      1      6        700757      0.7277   0.88   0.7277     0.72547  -1.0 0.88 0.726  -1.0   0    1    2    1
200 150.06218 2.45503 20.66      1      1      1      1      1      6        763293      0.7295    0.7   0.7295   0.7341019  -1.0  0.7 0.732  -1.0   0    1    9    1
201 150.00423 2.38915 23.28      1      1      1      1      1      5        719096      1.8456   1.73   1.8456 0.090319805  -1.0 1.73  0.09  -1.0   0    3    9    1
202 150.02011 2.35362 21.84      1      1      1      1      1      6        695834       2.689   0.11    2.689        -1.0  -1.0 0.11 2.663  -1.0   0   26   -1    3
203 150.05873 2.47739 20.62      1      1      1      1      1      6        778366      1.2562   1.26   1.2562    1.257284  -1.0 1.26  1.26  -1.0   0    3    3    1
204 149.97694 2.48667 22.75      1      1      1      1      1      6        782146       2.089   2.15    2.089       2.089  -1.0 2.15 2.089  -1.0   0   18    6    3
205 150.02108 2.42037 22.57      1      1      1      1      1      4        739711       0.528   -1.0     -1.0       0.528  -1.0 -1.0 2.186  -1.0   1   -1    6    1
206 150.10361 2.55077 20.97      1      1      1      1      1      6        826212      0.4967   0.65   0.4967      0.6911  -1.0 0.65 0.497  -1.0   0    3    2    1
207 150.10447 2.69123 21.21      1      1      1      1      1      6        916518      1.8806    1.9   1.8806      1.8807  -1.0  1.9 1.881  -1.0   0    3    1    1
208 150.08057 2.63453 21.72      1      1      1      1      1      6        880811   1.0651553    1.9     -1.0   1.0651553  -1.0  1.9 1.065  -1.0   1   -1    9    1
209 150.12689 2.62654 21.68      1      1      1      1      1      6        876053      1.8412   1.85   1.8412      1.8337  -1.0 1.85 1.834  -1.0   0    3    9    1
210 149.99253 2.68256 23.52      1      1      1      1      1      6        910029      0.6312   1.14   0.6312        -1.0  -1.0 1.14 1.233 1.233   0    3   -1    3
211 150.04526 2.68849 21.78      1      1      1      1      1      6        914572      1.4362   1.78   1.4362   1.4384086  -1.0 1.78 1.436 1.436   0    3    7    3
212 150.04251 2.62916 20.44      1      1      1      1      1      5        878415      1.5695   -1.0   1.5695      1.5686  -1.0 -1.0 1.572  -1.0   0    1    1    1
213 150.03431 2.64112 21.06      1      1      1      1      1      6        884940      0.5178   0.46   0.5178      0.5173  -1.0 0.46 0.517  -1.0   0    1    1    1
214 150.06065 2.64796 20.87      1      1      1      1      1      6        890018      0.4368   0.43   0.4368      0.4363  -1.0 0.43 0.425  -1.0   0    1    1    1
215 150.03066 2.67873 21.46      1      1      1      1      1      6        908790       1.935   1.96    1.935      1.9497  -1.0 1.96  1.95  -1.0   0    3    1    1
216 150.12578 2.69888 23.87      1      1      1      1      1      4        921233        1.41   1.41     -1.0        -1.0  -1.0 1.41 1.465  -1.0   3   -1   -1    3
217 150.05858 2.73034 21.69      1      1      1      1      1      6        942113        2.04   2.04     -1.0        -1.0  -1.0 2.04 1.141  -1.0   3   -1   -1    3
218 150.00845 2.70455 20.85      1      1      1      1      1      6        926105      0.5805   0.89     -1.0      0.5805  -1.0 0.89 0.598  -1.0   1   -1    1    1
219 149.97663 2.73487 23.31      1      1      1      1      1      6        943928        1.59   1.59     -1.0        -1.0  -1.0 1.59  1.87  -1.0   3   -1   -1    3
220 149.80796 1.70926 21.73      1      1      1      1      1      6        280576      0.9544   0.91     -1.0      0.9544  -1.0 0.91 0.954  -1.0   1   -1    1    1
221  149.8347 1.81766 21.92      1      1      1      1      1      6        348345      0.3236   0.71   0.3236      0.7344  -1.0 0.71 0.734  -1.0   0    3    1    1
222 149.81688 1.84673 20.76      1      1      1      1      1      6        367307       1.035   1.88    1.035      1.0337  -1.0 1.88 1.034  -1.0   0    1    6    1
223 149.82053 1.81175 20.36      1      1      1      1      1      6        346035     0.74829   0.71  0.74829      0.5773  -1.0 0.71 0.748  -1.0   0   20    6    1
224 149.82193 1.83866 20.93      1      1      1      1      1      6        361705      1.3511    1.4   1.3511      1.3503  -1.0  1.4  1.35  -1.0   0    1    1    1
225 149.86204 1.89485 18.92      1      1      1      1      1      6        397900      0.4437   0.42   0.4437   0.4436886  -1.0 0.42 0.443  -1.0   0    3    3    1
226 149.87078 1.94619 23.82      1      1      1      1      1      3        429896        -1.0   -1.0     -1.0        -1.0  -1.0 -1.0 2.684  -1.0  -1   -1   -1    3
227 149.79179 1.87287 22.21      1      1      1      1      1      6        383384      0.4586   1.52   0.4586      1.5659  -1.0 1.52 1.566  -1.0   0    3    1    1
228 149.92256 1.97922 22.24      1      1      1      1      1      6        449364      2.5018   2.45     -1.0      2.5018  -1.0 2.45 2.506  -1.0   1   -1    1    1
229 149.92305  2.0269 22.71      1      1      1      1      1      6        478776       2.918   -1.0     -1.0        -1.0  -1.0 -1.0 2.918 2.918   5   -1   -1    3
230 149.95773  2.0031 20.82      1      1      1      1      1      6        464309      1.8108   1.76   1.8108      1.8055  -1.0 1.76 1.806  -1.0   0    3    1    1
231 149.90955 2.08058 20.35      1      1      1      1      1      6        514705      2.8036   0.17   2.8036    2.802351  -1.0 0.17 2.796  -1.0   0    3    3    1
232 149.89793 2.09392 21.49      1      1      1      1      1      6        521908      1.9208   1.98   1.9208      1.9092  -1.0 1.98 1.909  -1.0   0    3    1    1
233 149.88715 2.11718 22.99      1      1      1      1      1      5        536192   0.5587488   2.04     -1.0   0.5587488  -1.0 2.04 0.559  -1.0   1   -1    9    1
234 149.91053 2.06798 22.69      1      1      1      1      1      6        505102       1.091   1.04    1.091       1.091  -1.0 1.04 1.091  -1.0   0   18    6    1
235  149.8951 2.04721 21.78      1      1      1      1      1      6        491819      2.1806   -1.0     -1.0      2.1806  -1.0 -1.0 2.192  -1.0   1   -1    1    1
236 149.81421 2.01633 22.48      1      1      1      1      1      6        472392        1.36   1.42     1.36      1.3662  -1.0 1.42 1.367  -1.0   0    3    1    1
237 149.79443 2.07308 23.04      1      1      1      1      1      6        508514      2.6681   -1.0   2.6681  0.13425398  -1.0 -1.0 0.134  -1.0   0    3    9    1
238 149.82269 2.08965 21.87      1      1      1      1      1      6        519456        2.05   2.06     2.05       2.051  -1.0 2.06  2.06  -1.0   0    3    6    1
239 149.91244 2.20032  20.3      1      1      1      1      1      6        593404     0.68565   0.21  0.68565   0.6856157  -1.0 0.21 0.687  -1.0   0   10    3    1
240 149.89483 2.17443 21.55      1      1      1      1      1      6        575534        1.38   0.95     1.38   1.3238075  -1.0 0.95 1.322  -1.0   0    3    7    1
241  149.8954 2.23947  20.7      1      1      1      1      1      6        619550      1.7416   -1.0     -1.0      1.7416  -1.0 -1.0 1.735  -1.0   1   -1    1    1
242  149.7819 2.13906 18.54      1      1      1      1      1      6        554361       0.354   0.45    0.354   0.3542336  -1.0 0.45 0.356  -1.0   0    5    3    1
243 149.82362 2.22827 22.82      1      1      1      1      1      6        611654   2.9661665   1.23     -1.0   2.9661665  -1.0 1.23 2.966  -1.0   1   -1    9    1
244 149.78977  2.3212 20.07      1      1      1      1      1      6        674574      0.3775   0.37   0.3775   0.3775776  -1.0 0.37 0.378  -1.0   0    3    3    1
245 149.82194 2.25465 20.88      1      1      1      1      1      6        631014      0.9337   0.92   0.9337   0.9294967  -1.0 0.92 0.932  -1.0   0   30    9    1
246 149.85905 2.25824 22.98      1      1      1      1      1      6        631720  0.44078135   1.07     -1.0  0.44078135  -1.0 1.07 0.441  -1.0   1   -1    9    1
247 149.80407 2.28813 23.96      1      1      1      1      1      6        650697        1.73   1.73     -1.0        -1.0  -1.0 1.73 2.123  -1.0   3   -1   -1    3
248 149.85156  2.2764  23.3      1      1      1      1      1      5        643124        3.29   3.29     -1.0        -1.0  -1.0 3.29 3.372  -1.0   3   -1   -1    3
249 149.91977 2.32742 20.27      1      1      1      1      1      6        678533       1.455   -1.0    1.455      1.4531  -1.0 -1.0 1.453  -1.0   0   13    1    1
250 149.94553 2.36926 20.92      1      1      1      1      1      6        706615      0.9087    0.0   0.9087   0.9089842  -1.0  0.0 0.908  -1.0   0    3    7    1
251 149.91694 2.38518 19.78      1      1      1      1      1      6        717817      1.1317   1.13   1.1317    1.130983  -1.0 1.13 1.131  -1.0   0    3    3    1
252 149.88334 2.34673 21.46      1      1      1      1      1      6        691252       1.022   -1.0     -1.0       1.022  -1.0 -1.0 1.024  -1.0   1   -1    1    1
253 149.88102 2.45083 21.51      1      1      1      1      1      6        761265       1.315    0.0    1.315    1.314191  -1.0  0.0 1.314  -1.0   0    1    7    1
254 149.93843 2.50596 20.87      1      1      1      1      1      6        795779      0.8922   -1.0   0.8922   0.8499095  -1.0 -1.0  0.85  -1.0   0    3    9    1
255 149.93588 2.44058 21.63      1      1      1      1      1      6        753049       0.992   0.51    0.992  0.99327207  -1.0 0.51 0.992  -1.0   0    3    7    1
256 149.95563 2.50204 22.38      1      1      1      1      1      6        792290      1.4797   1.16   1.4797   0.3996155  -1.0 1.16 1.457  -1.0   0    3    9    1
257 149.79162  2.3382 21.28      1      1      1      1      1      6        686187      0.4319   0.96   0.4319   1.0107826  -1.0 0.96 1.003  -1.0   0    3    7    1
258 149.81293 2.34546 21.54      1      1      1      1      1      6        691398       1.799   1.58     -1.0       1.799  -1.0 1.58 1.812  -1.0   1   -1    1    1
259 149.83285 2.38468 21.84      1      1      1      1      1      6        716342   2.2717578   2.21     -1.0   2.2717578  -1.0 2.21 2.272  -1.0   1   -1    9    1
260 149.87071 2.41727 21.93      1      1      1      1      1      6        737222   1.5284406   0.43     -1.0   1.5284406  -1.0 0.43 1.542  -1.0   1   -1    7    1
261 149.86803 2.35185 18.73      1      1      1      1      1      6        696906      0.3458   0.35   0.3458   0.3459108  -1.0 0.35 0.349  -1.0   0    3    3    1
262 149.86806 2.33069 20.55      1      1      1      1      1      6        681549      1.4879   2.15   1.4879       1.485  -1.0 2.15 1.485  -1.0   0    3    1    1
263 149.87184 2.34286 21.55      1      1      1      1      1      6        688531      1.7434   1.73   1.7434      1.7341  -1.0 1.73  1.74  -1.0   0    3    1    1
264 149.84815 2.37424 20.52      1      1      1      1      1      6        709713      2.6961   -1.0   2.6961      2.7262  -1.0 -1.0 2.737  -1.0   0    3    1    1
265 149.91067 2.55465 19.96      1      1      1      1      1      6        829342      0.7517   0.87   0.7517      0.7529  -1.0 0.87 0.744  -1.0   0    3    1    1
266 149.87591 2.69026 21.39      1      1      1      1      1      6        915989     2.19332    2.2  2.19332   2.1940293  -1.0  2.2 2.185  -1.0   0   10    9    1
267 149.88377 2.66643 22.07      1      1      1      1      1      6        900425       1.346   1.17    1.346   1.3464328  -1.0 1.17 0.334  -1.0   0   21    7    1
268 149.93666 2.68023 20.66      1      1      1      1      1      6        909256   1.4068607   1.48     -1.0   1.4068607  -1.0 1.48 1.407  -1.0   1   -1    9    1
269  149.9254 2.68423 20.28      1      1      1      1      1      6        912649      1.7793   1.77   1.7793   1.7790333  -1.0 1.77 1.778  -1.0   0    6    9    1
270 149.78564 2.55479 22.32      1      1      1      1      1      6        828000      1.7977   1.76   1.7977   0.8445786  -1.0 -1.0 0.845  -1.0   0    3    9    1
271 149.79619 2.56411 20.56      1      1      1      1      1      6        834892       0.699   2.17    0.699      0.7033  -1.0 2.17 0.703  -1.0   0    9    1    1
272 149.81144 2.55798 23.03      1      1      1      1      1      6        830312       2.152   1.28    2.152       2.152  -1.0 1.28 2.152 2.152   0   18    6    3
273 149.86032 2.54475 22.77      1      1      1      1      1      6        821027      0.4311    1.3   0.4311       1.596  -1.0  1.3 0.991  -1.0   0    3    6    1
274   149.808 2.64568 21.19      1      1      1      1      1      6        887753      2.0819    0.0   2.0819      2.0809  -1.0  0.0 2.098  -1.0   0    1    1    1
275 149.84324 2.65906 23.29      1      1      1      1      1      6        895446       3.748   3.61    3.748        -1.0  -1.0 3.61 3.845  -1.0   0   19   -1    3
276  149.8371 2.65075  23.8      1      1      1      1      1      6        889659      0.4682   1.76   0.4682        -1.0  -1.0 1.76 1.782 1.782   0    3   -1    3
277 149.85693 2.63803 22.91      1      1      1      1      1      6        882407   0.5163961   0.42     -1.0   0.5163961  -1.0 0.42 0.516  -1.0   1   -1    9    1
278 149.61515 1.78957 22.85      1      1      1      1      1      6        330333       1.039   0.76     -1.0        -1.0  -1.0 0.76 1.039 1.039   5   -1   -1    3
279 149.68747 1.81266 22.58      1      1      1      1      1      6        344843      1.2138    1.2   1.2138      1.2141  -1.0  1.2 1.214  -1.0   0    3    1    1
280 149.64996 1.86587 19.48      1      1      1      1      1      5        379813      2.9393   -1.0   2.9393    2.934358  -1.0 -1.0 2.927  -1.0   0    3    3    1
281 149.67418 1.88837 19.97      1      1      1      1      1      6        393866       1.784   1.79     -1.0        -1.0  -1.0 1.79 1.784 1.784   5   -1   -1    3
282 149.71561 2.01652 23.08      1      1      1      1      1      6        472279      2.6864   -1.0   2.6864      2.6852  -1.0 -1.0 2.684  -1.0   0    1    1    1
283 149.74451 2.02752 19.39      1      1      1      1      1      6        479975      2.4536   -1.0   2.4536    2.448023  -1.0 -1.0 2.448  -1.0   0    3    3    1
284 149.75359 2.12563 22.36      1      1      1      1      1      6        544338   1.9415005   -1.0     -1.0   1.9415005  -1.0 -1.0 1.948  -1.0   1   -1    9    1
285 149.70649 2.13164 23.98      1      1      1      1      1      5        545954        1.97   1.54     1.97        1.97  -1.0 1.54 1.972  -1.0   0   18    6    3
286 149.66361 2.08522 20.18      1      1      1      1      1      6        517100        1.22   1.84     1.22      1.2197  -1.0 1.84  1.22  -1.0   0    3    1    1
287 149.66802 2.13535 18.57      1      1      1      1      1      6        551328      0.3386   0.25   0.3386      0.3389  -1.0 0.25 0.339  -1.0   0    3    1    1
288 149.73896 2.22069 20.37      1      1      1      1      1      6        609017      1.0243   0.05   1.0243      1.0234  -1.0 0.05 1.024  -1.0   0    3    1    1
289 149.71125 2.14515 20.31      1      1      1      1      1      6        556928       1.532    0.0    1.532       1.531  -1.0  0.0 1.547  -1.0   0    9    6    1
290 149.70633 2.27795 20.61      1      1      1      1      1      6        645944        0.73   1.59     0.73      0.7307  -1.0 1.59 0.727  -1.0   0    3    1    1
291 149.61759 2.21558 20.51      1      1      1      1      1      6        603725      0.6753   -1.0   0.6753      0.6755  -1.0 -1.0 0.675  -1.0   0   30    1    1
292 149.62172  2.2619 20.74      1      1      1      1      1      6        635497      0.5368   1.99   0.5368   0.9435049  -1.0 1.99 0.944  -1.0   0    3    9    1
293  149.6668 2.28643 21.02      1      1      1      1      1      6        650453      1.0266   0.96   1.0266       1.028  -1.0 0.96 1.028  -1.0   0    3    6    1
294 149.72075 2.34898 22.05      1      1      1      1      1      6        693350        1.53   1.53     1.53   1.5300136  -1.0 1.53 0.884  -1.0   0   21    7    1
295 149.76348 2.33414 20.99      1      1      1      1      1      6        683219      1.1302   2.19     -1.0      1.1302  -1.0 2.19 1.134  -1.0   1   -1    1    1
296 149.77831 2.45928 24.04      1      1      1      1      1      6        764321        1.32   1.33     1.32        1.32  1.32 1.33  1.32  -1.0   0   18    6    2
297 149.69877 2.44124 21.23      1      1      1      1      1      6        754140      1.5174   1.55   1.5174   1.5160605  -1.0 1.55 1.515  -1.0   0    3    7    1
298 149.70583  2.4198 20.39      1      1      1      1      1      6        741487      1.1221   -1.0   1.1221   1.1287339  -1.0 -1.0 1.118  -1.0   0    3    9    1
299 149.73852 2.43387 21.52      1      1      1      1      1      6        748454      2.0928   -1.0     -1.0      2.0928  -1.0 -1.0 2.102  -1.0   1   -1    1    1
300 149.77692 2.44428 22.41      1      1      1      1      1      5        754803        4.17   3.95     4.17   0.2762015  -1.0 3.95 0.276  -1.0   0    3    9    1
301 149.67863 2.34889 23.36      1      1      1      1      1      6        692317       2.017   0.66    2.017       2.017  -1.0 0.66 2.017 2.017   0   18    6    3
302 149.60392 2.32607 23.63      1      1      1      1      1      6        675793       2.005   -1.0    2.005       2.005 2.005 -1.0 2.005  -1.0   0   18    6    2
303 149.62804  2.4595 22.16      1      1      1      1      1      6        765668      1.1673   0.92   1.1673      1.1666  -1.0 0.92 1.167  -1.0   0    1    1    1
304 149.61116 2.47171 20.59      1      1      1      1      1      6        773838       0.691   -1.0    0.691       0.692  -1.0 -1.0 0.692  -1.0   0    3    1    1
305 149.70361  2.5781 20.48      1      1      1      1      1      6        844144      1.5512   1.54   1.5512    1.545125  -1.0 1.54 1.541  -1.0   0    3    3    1
306 149.69582 2.54905 22.44      1      1      1      1      1      6        824019      1.7596   1.79   1.7596      1.7755  -1.0 1.79 1.776  -1.0   0   30    9    1
307 149.72134 2.54001 21.57      1      1      1      1      1      6        818249      1.7295   1.74   1.7295   1.7483785  -1.0 1.74 1.743  -1.0   0    3    9    1
308 149.65568 2.60081 20.66      1      1      1      1      1      5        859825       0.733   -1.0    0.733      0.7342  -1.0 -1.0 0.734  -1.0   0    3    1    1
309  149.6724 2.62453 23.21      1      1      1      1      1      6        872373       2.084    1.6    2.084       2.084  -1.0  1.6 2.084  -1.0   0   18    6    3
310 149.60958 2.68958 24.13      1      1      1      1      1      6        915011       2.059   1.74    2.059       2.059  -1.0 1.74 2.059  -1.0   0   18    6    3
311 149.58128 1.99235 22.25      1      1      1      1      1      6        457171      1.3316   0.06     -1.0      1.3316  -1.0 0.06 1.332  -1.0   1   -1    1    1
312 149.58664 2.03712 20.48      1      1      1      1      1      6        485406      1.8493   1.86     -1.0      1.8493  -1.0 1.86 1.849  -1.0   1   -1    1    1
313 149.57351 2.02367 21.52      1      1      1      1      1      6        477130       2.808   2.81    2.808    2.808085  -1.0 2.81 2.798  -1.0   0   17    3    1
314 149.53291 1.95887 22.03      1      1      1      1      1      5        436688       0.565   3.16    0.565       0.565 0.565 3.16 0.565  -1.0   0   18    6    2
315 149.56469  1.9779 20.97      1      1      1      1      1      6        449276      1.6793   -1.0   1.6793      1.6844  -1.0 -1.0 1.684  -1.0   0    3    1    1
316 149.55499 1.98852  23.2      1      1      1      1      1      6        454808       1.482   1.15    1.482       1.482  -1.0 1.15 1.482 1.482   0   18    6    3
317 149.56494 2.09241 23.18      1      1      1      1      1      5        520729        -1.0   -1.0     -1.0        -1.0  -1.0 -1.0 1.406  -1.0  -1   -1   -1    3
318 149.50675 2.07472 22.34      1      1      1      1      1      6        510152      1.2256   0.28   1.2256      1.2249  -1.0 0.28 1.225  -1.0   0    1    1    1
319 149.55558 2.09339 20.31      1      1      1      1      1      6        523113      0.7016    0.7     -1.0      0.7016  -1.0  0.7 0.702  -1.0   1   -1    1    1
320 149.59104 2.14279 22.64      1      1      1      1      1      6        554257   0.8408092    1.8     -1.0   0.8408092  -1.0  1.8 0.841  -1.0   1   -1    9    1
321  149.5731 2.32739 21.06      1      1      1      1      1      6        677692      0.7308   -1.0   0.7308      0.7302  -1.0 -1.0 0.732  -1.0   0    1    1    1
322 150.65598  2.2245 23.25      1      1      1      1      0      2        608549        2.15   2.15     -1.0        -1.0  -1.0 2.15 2.149  -1.0   3   -1   -1    3
323 150.63392 2.49045 20.67      1      1      1      1      0      3        785922      0.7957    0.8   0.7957      0.7958  -1.0  0.8 0.796  -1.0   0   30    1    1
324 150.62969 2.47639 24.13      1      1      1      1      0      2        775611        2.23   2.23     -1.0        -1.0  -1.0 2.23 2.278  -1.0   3   -1   -1    3
325 150.42717 2.08306 21.73      1      1      1      1      0      3        516335      0.9626   0.79   0.9626      0.9626  -1.0 0.79 0.843  -1.0   0   22    8    3
326 150.42124 2.21663 21.34      1      1      1      1      0      3        604416      0.6212   2.04   0.6212      0.6143  -1.0 2.04 0.614  -1.0   0    3    9    1
327 150.42196 2.38551 23.34      1      1      1      1      0      3        716954      1.5142   0.09   1.5142   1.5156158  -1.0 0.09 1.514 1.514   0    3    7    3
328  150.4012   2.729 22.75      1      1      1      1      0      3        941454       1.126   1.15    1.126       1.126  -1.0 1.15 1.106  -1.0   0   18    6    1
329 150.34122 1.76125 23.72      1      1      1      1      0      1        311121        2.93   2.95     2.93        2.93  -1.0 2.95  2.93  2.93   0   18    6    3
