 ID     RAdeg   DEdeg i-mag X-flag g-flag r-flag i-flag z-flag n-corr ID-COSMOS2015           z z_phot       z0          z1    z2   z3    z4    z5 r_z r_z0 r_z1 r_z4
=== ========= ======= ===== ====== ====== ====== ====== ====== ====== ============= =========== ====== ======== =========== ===== ==== ===== ===== === ==== ==== ====
330 150.22528  2.3512  23.8      1      1      1      1      0      3        693397       2.472   2.45    2.472      2.4665 2.466 2.45 2.466  -1.0   0   27    6    2
331 150.30006 2.70935 22.62      1      1      1      1      0      3        928556      0.7284   2.24   0.7284      2.2335  -1.0 2.24 2.234  -1.0   0    3    1    1
332 150.17523 2.74172 23.54      1      1      1      1      0      3        947925        0.97   0.97     -1.0        -1.0  -1.0 0.97 2.313  -1.0   3   -1   -1    3
333 150.11261 2.00914 22.88      1      1      1      1      0      2        469052       1.182    0.8    1.182       1.182  -1.0  0.8 1.143  -1.0   0   18    6    1
334 150.12753 2.57098 23.28      1      1      1      1      0      3        838473        1.27   1.27     -1.0        -1.0  -1.0 1.27  1.59  -1.0   3   -1   -1    3
335 150.09496  2.6338 22.74      1      1      1      1      0      3        880531      1.1823   1.11   1.1823       1.182 1.182 1.11 1.182  -1.0   0   30    6    2
336 149.92614 1.72479 23.64      1      1      1      1      0      2        288867        -1.0   -1.0     -1.0        -1.0  -1.0 -1.0 3.297  -1.0  -1   -1   -1    3
337  149.9317 1.83016 24.38      1      1      1      1      0      2        355258         0.3    0.3     -1.0        -1.0  -1.0  0.3 2.676  -1.0   3   -1   -1    3
338 149.78882 1.87531 22.94      1      1      1      1      0      3        384414        1.12   1.12     -1.0        -1.0  -1.0 1.12 1.253  -1.0   3   -1   -1    3
339 149.85145 2.13605 23.91      1      1      1      1      0      3        549460       1.614   1.47     -1.0        -1.0  -1.0 1.47 1.614 1.614   5   -1   -1    3
340 149.96347 2.24144 23.68      1      1      1      1      0      2        619689   2.1482952   0.75     -1.0   2.1482952  -1.0 0.75 2.147 2.147   1   -1    7    3
341 149.78363 2.39053 23.47      1      1      1      1      0      3        719700        -1.0   -1.0     -1.0        -1.0  -1.0 -1.0 2.692  -1.0  -1   -1   -1    3
342 149.84577 2.48161  23.5      1      1      1      1      0      2        780592       3.363   -1.0    3.363       3.363 3.363 -1.0 3.363  -1.0   0   18    6    2
343 149.92025 2.51423 21.65      1      1      1      1      0      3        800486      0.6984    0.6   0.6984      0.6971  -1.0  0.6 0.697  -1.0   0   30    1    1
344 149.79629 2.55944 22.41      1      1      1      1      0      2        830656       1.539   1.53    1.539        -1.0  -1.0 1.53 1.541 1.541   0    3   -1    3
345 149.76953 1.84958 22.96      1      1      1      1      0      3        367586       2.242   2.21     -1.0        -1.0  -1.0 2.21 2.242 2.242   5   -1   -1    3
346 149.73766  2.0652 19.95      1      1      1      1      0      3        505243      0.6776   0.68   0.6776       0.677  -1.0 0.68  0.68  -1.0   0    1    1    1
347 149.71527 2.29939 23.01      1      1      1      1      0      2        658690       1.191   -1.0     -1.0       1.191  -1.0 -1.0 1.191 1.191   1   -1    6    3
348 149.61071 2.41085 22.89      1      1      1      1      0      3        732617        2.21   2.21     -1.0        -1.0  -1.0 2.21 1.174  -1.0   3   -1   -1    3
349 149.73649 2.61074 21.97      1      1      1      1      0      3        864124      1.3235   -1.0     -1.0      1.3235  -1.0 -1.0 1.323  -1.0   1   -1    1    1
350 149.54546 2.31772 21.17      1      1      1      1      0      3        672490  0.85737014   0.61     -1.0  0.85737014  -1.0 0.61 0.857  -1.0   1   -1    9    1
351 150.32723  1.9286 20.07      1      1      1      0      1      3        419317      0.5277   0.52   0.5277       0.528  -1.0 0.52 0.525  -1.0   0    3    6    1
352 150.17785 1.88995 21.74      1      1      1      0      1      3        394239      0.8645   0.92   0.8645   0.8314423  -1.0 0.92 0.831  -1.0   0    3    9    1
353 150.26519 2.00758 22.48      1      1      1      0      1      3        466941        0.85   0.75     -1.0        0.85  -1.0 0.75 0.275  -1.0   1   -1    6    1
354 150.26174 2.11664 21.15      1      1      1      0      1      2        536630      1.4191   -1.0     -1.0      1.4191  -1.0 -1.0 1.996  -1.0   1   -1    1    1
355 150.31799 2.23407  20.6      1      1      1      0      1      3        616625       0.373   0.29    0.373      0.3732  -1.0 0.29 0.376  -1.0   0    3    1    1
356 149.99286 1.85788  21.5      1      1      1      0      1      1        373875      0.8348   -1.0   0.8348       0.834  -1.0 -1.0 0.835  -1.0   0   30    6    1
357  149.9974 2.41618  20.1      1      1      1      0      1      3        737604      0.5694   0.68   0.5694      0.5691  -1.0 0.68 0.574  -1.0   0    3    1    1
358 149.89351 2.10766 21.54      1      1      1      0      1      3        532321      0.6862   0.66   0.6862      0.6859  -1.0 0.66 1.509  -1.0   0    3    1    1
359 149.52602 2.02049 21.35      1      1      1      0      1      3        475972      0.6218   0.69   0.6218      0.6228  -1.0 0.69 0.623  -1.0   0    3    1    1
360 150.78223 2.28508 21.65      1      1      0      1      1      2        649286       3.626    3.6    3.626        -1.0  -1.0  3.6 3.641  -1.0   0   19   -1    3
361  149.7791 1.92849 23.59      1      1      0      1      1      1        417652       2.421    2.4     -1.0        -1.0  -1.0  2.4 2.421 2.421   5   -1   -1    3
362 150.80749 2.19807 23.51      1      0      1      1      1      3        590721        0.81   0.81     -1.0        -1.0  -1.0 0.81 1.818  -1.0   3   -1   -1    3
363 150.53788 2.31051 21.38      1      0      1      1      1      3        666872      0.8379   0.69   0.8379      0.8385  -1.0 0.69 1.443  -1.0   0    3    1    1
364 150.66107 2.34866 21.93      1      0      1      1      1      3        692655       0.731   0.84     -1.0       0.731  -1.0 0.84 0.665  -1.0   1   -1    6    1
365 150.70379 2.36999 21.87      1      0      1      1      1      3        706363       3.745   -1.0    3.745      3.7469  -1.0 -1.0 3.754  -1.0   0    2    1    1
366  150.6837 2.67274 21.16      1      0      1      1      1      1        905927   0.6688441   1.93     -1.0   0.6688441  -1.0 -1.0 0.669  -1.0   1   -1    9    1
367 150.62002 2.62554 22.14      1      0      1      1      1      3        873407      0.7252   -1.0   0.7252      1.3247  -1.0 -1.0 1.325  -1.0   0    3    1    1
368 150.49035  2.1819 23.74      1      0      1      1      1      3        579765        2.47   2.47     -1.0        -1.0  -1.0 2.47 2.431  -1.0   3   -1   -1    3
369 150.34772 2.39099 22.41      1      0      1      1      1      3        720578      1.8467   0.67     -1.0      1.8467  -1.0 0.67 1.842  -1.0   1   -1    1    1
370 150.51815 2.52172 22.94      1      0      1      1      1      3        806263      2.7785   2.73   2.7785        -1.0  -1.0 2.73 2.779 2.779   0    3   -1    3
371 150.17657 1.75949 21.63      1      0      1      1      1      3        311451       1.161    1.2    1.161        -1.0  -1.0  1.2 1.161 1.161   0    3   -1    3
372 150.22761 2.11453 23.74      1      0      1      1      1      2        534811       1.054   1.17     -1.0        -1.0  -1.0 1.17 1.054 1.054   5   -1   -1    3
373 150.25561 2.35353 22.59      1      0      1      1      1      3        694934        2.18   2.18     -1.0        -1.0  -1.0 2.18 2.975  -1.0   3   -1   -1    3
374 150.20535  2.5029 22.59      1      0      1      1      1      3        792762        3.05   3.05     -1.0        -1.0  -1.0 3.05 3.072  -1.0   3   -1   -1    3
375 150.30066 2.59823 22.56      1      0      1      1      1      3        856446 0.041366275   0.41     -1.0 0.041366275  -1.0 0.41 0.041  -1.0   1   -1    9    1
376 150.23354 2.68261 23.74      1      0      1      1      1      3        910004         1.3    1.3     -1.0        -1.0  -1.0  1.3 1.355  -1.0   3   -1   -1    3
377 150.10789 1.86154 22.75      1      0      1      1      1      1        377133       1.358   0.51    1.358       1.358  -1.0 0.51 1.358  -1.0   0   18    6    3
378 150.06736 2.08433  23.5      1      0      1      1      1      3        516134        2.95   2.95     -1.0        -1.0  -1.0 2.95  2.99  -1.0   3   -1   -1    3
379 150.01052  2.2559 22.58      1      0      1      1      1      3        629988       1.658   0.49    1.658   1.6586533  -1.0 0.49 1.658  -1.0   0   11    7    1
380 150.04907 2.58664 23.46      1      0      1      1      1      3        849718      1.3177    1.2   1.3177        -1.0  -1.0  1.2 1.245  -1.0   0   29   -1    3
381 149.81707 2.23604  23.8      1      0      1      1      1      3        616153        0.32   0.32     -1.0        -1.0  -1.0 0.32 1.719  -1.0   3   -1   -1    3
382 149.91953 2.34537 21.68      1      0      1      1      1      3        690971       3.015   2.95    3.015       3.015  -1.0 2.95 3.015 3.015   0   18    6    3
383 149.88631 2.44621 24.37      1      0      1      1      1      2        756126       1.233   0.75    1.233       1.233 1.233 0.75 1.233  -1.0   0   18    6    2
384 149.83977 2.53762 23.82      1      0      1      1      1      2        816320      0.9388   1.27   0.9388      1.3955 1.395 1.27 1.395  -1.0   0    3    6    2
385 149.78075 2.12406 23.95      1      0      1      1      1      3        540943        1.27   1.27     -1.0        -1.0  -1.0 1.27 1.115  -1.0   3   -1   -1    3
386 149.73621 2.17994 23.78      1      0      1      1      1      3        578726      4.2511   4.24   4.2511        -1.0  -1.0 4.24 4.255 4.255   0    3   -1    3
387 149.75092 2.46991 20.59      1      0      1      1      1      3        772429      0.6554    0.6   0.6554      0.6587  -1.0  0.6  0.66  -1.0   0    3    1    1
388 149.69657 2.60549 23.46      1      0      1      1      1      3        860713      1.0406   1.02   1.0406        -1.0  -1.0 1.02 1.041 1.041   0    3   -1    3
389 149.63529 2.59886 22.17      1      0      1      1      1      3        856626       2.536   2.55    2.536       2.536  -1.0 2.55 2.536  -1.0   0   18    6    3
390 150.65532  1.9956  21.8      1      1      1      0      0      1        459617       0.979   0.97    0.979       0.979 0.979 0.97 0.979  -1.0   0   18    6    2
391  150.5404 2.57565 20.87      1      1      1      0      0      1        842507      0.6076    0.6   0.6076  0.61519283  -1.0  0.6 0.612  -1.0   0    3    9    1
392 150.36937 2.04131 23.82      1      1      1      0      0      1        487345       1.915   0.63     -1.0        -1.0  -1.0 0.63 1.915 1.915   5   -1   -1    3
393 150.38022 2.20976 23.97      1      1      1      0      0      1        598079       2.661   2.56    2.661       2.661 2.661 2.56 2.661  -1.0   0   18    6    2
394 150.46015  2.3586 24.43      1      1      1      0      0      1        698404        2.42   2.45     -1.0        -1.0  -1.0 2.45  2.42  2.42   5   -1   -1    3
395   150.491  2.7003 22.34      1      1      1      0      0      1        923300      1.0302   1.06   1.0302      1.0295  -1.0 1.06  1.03  -1.0   0    1    1    1
396 150.45831  2.7184  22.8      1      1      1      0      0      1        934419       1.534   1.54    1.534       1.534  -1.0 1.54 1.052  -1.0   0   18    6    1
397 150.19974 1.82662 21.18      1      1      1      0      0      1        355442      0.8935   0.88   0.8935      0.8946  -1.0 0.88 0.947  -1.0   0    3    1    1
398 150.24793 2.13623 22.51      1      1      1      0      0      1        550062       0.895   1.01     -1.0        -1.0  -1.0 1.01 0.895 0.895   5   -1   -1    3
399 150.31485  2.6287 23.98      1      1      1      0      0      1        876898       2.335    2.5    2.335        -1.0  -1.0  2.5 2.329 2.329   0    3   -1    3
400   150.224 2.55075 22.21      1      1      1      0      0      1        825668       0.942   -1.0    0.942   1.0770499  -1.0 -1.0 0.539  -1.0   0    3    9    1
401 150.10599 2.21314 22.21      1      1      1      0      0      1        601669    0.924894   0.89 0.924894     0.92707  -1.0 0.89 0.926  -1.0   0   15    2    1
402 150.09591 2.23089 23.45      1      1      1      0      0      1        612897        1.76   0.55     1.76        1.76  -1.0 0.55 1.326  -1.0   0   18    6    1
403 150.14325 2.60621 21.94      1      1      1      0      0      1        861552       0.731    0.7     -1.0       0.731  -1.0  0.7 0.731  -1.0   1   -1    1    1
404 150.02682 2.56203 20.96      1      1      1      0      0      1        833950       0.745   -1.0    0.745      0.7464  -1.0 -1.0 0.746  -1.0   0    3    1    1
405 150.14709 2.71747 22.64      1      1      1      0      0      1        934234      1.1776   1.14   1.1776        -1.0  -1.0 1.14 1.177  -1.0   0    3   -1    1
406 149.94497 2.07814 22.51      1      1      1      0      0      1        511953       0.888    0.9     -1.0       0.888  -1.0  0.9 0.888  -1.0   1   -1    1    1
407 149.95921 2.35635 22.09      1      1      1      0      0      1        698425  0.28585428   0.78     -1.0  0.28585428  -1.0 0.78  0.89  -1.0   1   -1    9    1
408  149.7372  2.0898 23.14      1      1      1      0      0      1        519494       0.972   -1.0     -1.0       0.972  -1.0 -1.0 1.881  -1.0   1   -1    6    1
409 149.59852 2.20032 22.15      1      1      1      0      0      1        593532      1.1703   -1.0   1.1703      1.1703  -1.0 -1.0  1.17  -1.0   0   24    4    3
410 150.45494  1.9674 23.85      1      0      1      1      0      1        441487       3.471   3.49    3.471       3.471  -1.0 3.49 3.471 3.471   0   18    6    3
411 150.28517 1.72733 23.64      1      0      1      1      0      1        290561        1.29   1.29     -1.0        -1.0  -1.0 1.29  1.34  -1.0   3   -1   -1    3
412 150.22785  1.8269 23.39      1      0      1      1      0      1        353402   1.1565686   -1.0     -1.0   1.1565686  -1.0 -1.0 1.157  -1.0   1   -1    9    1
413 150.34107 2.36714 23.96      1      0      1      1      0      1        704286        1.59   -1.0     1.59         1.6  -1.0 -1.0  1.59  1.59   0   11    6    3
414 150.06922 2.23131  23.5      1      0      1      1      0      1        613159     1.18693   0.65     -1.0     1.18693  -1.0 0.65 1.187  -1.0   1   -1    2    1
415 149.87899 2.11452 24.68      1      0      1      1      0      1        534240       1.953   -1.0    1.953       1.953 1.953 -1.0 1.953  -1.0   0   18    6    2
416 149.96251 2.32043 23.63      1      0      1      1      0      1        672268       0.277    0.9    0.277       0.933 0.933  0.9 0.933  -1.0   0    8    6    2
417 149.50598 2.18535 22.02      1      0      1      1      0      1        582749       3.225   -1.0     -1.0       3.225  -1.0 -1.0 3.225 3.225   1   -1    6    3
418 150.71798  2.4685 23.55      1      0      0      1      1      1        770406       3.204   1.74    3.204       3.204 3.204 1.74 3.204  -1.0   0   18    6    2
419 150.56039 2.03691 25.02      1      0      0      1      1      1        484756   1.5748032    1.2     -1.0   1.5748032  -1.0  1.2  1.44  -1.0   1   -1    7    3
420 150.57967 2.25236 22.94      1      0      0      1      1      1        627823       0.886   -1.0    0.886    0.615627  -1.0 -1.0 0.616  -1.0   0   18    9    1
421 150.68687 2.54658  23.0      1      0      0      1      1      1        822926        1.67   -1.0     1.67  0.43748733  -1.0 -1.0 0.437  -1.0   0   18    9    1
422 150.48319 1.91517 24.16      1      0      0      1      1      1        409604       2.314   2.64    2.314        -1.0  -1.0 2.64 2.314 2.314   0   18   -1    3
423 149.97778 2.39769 23.58      1      0      0      1      1      1        725012       1.456   1.48     -1.0       1.456 1.456 1.48 1.456  -1.0   1   -1    6    2
424 150.05658 2.37373 22.89      1      0      0      1      1      1        709134       0.667   -1.0    0.667      1.0782  -1.0 -1.0 1.078  -1.0   0   14    2    1
425 149.90221 2.32711 23.71      1      0      0      1      1      1        676717       1.948   1.99    1.948       1.948  -1.0 1.99 1.948 1.948   0   18    6    3
426 149.73592 2.02757 22.63      1      0      0      1      1      1        479881       2.454   2.48    2.454       2.454  -1.0 2.48 2.454 2.454   0   18    6    3
427 149.67471 2.27554 23.86      1      0      0      1      1      1        642649       1.372   1.24    1.372       1.372 1.372 1.24 1.372  -1.0   0   18    6    2
428 149.55514 2.40264 24.49      1      0      0      1      1      1        727144       4.044   4.05    4.044       4.044 4.044 4.05 4.044  -1.0   0   18    6    2
429 150.57858 2.17597 24.27      1      1      0      1      0      1        575697        1.27   1.27     -1.0        -1.0  -1.0 1.27 2.045  -1.0   3   -1   -1    3
430 150.52145 2.34384 24.56      1      1      0      1      0      1        688302        2.55   2.55     -1.0        -1.0  -1.0 2.55 2.599  -1.0   3   -1   -1    3
431 150.19265 2.21984 23.68      1      1      0      1      0      1        605445       3.079   -1.0     -1.0       3.079  -1.0 -1.0  3.09  3.09   1   -1    6    3
432 150.08439 2.29048  22.6      1      0      1      0      1      1        653385     1.04316   1.63     -1.0     1.04316  -1.0 1.63 1.043  -1.0   1   -1    2    1
433 150.02262 2.14011 22.91      1      0      1      0      1      1        552419  0.98025465   -1.0     -1.0  0.98025465  -1.0 -1.0 0.837  -1.0   1   -1    7    3
434  149.9575 2.68757  23.4      1      0      1      0      1      1        913409        -1.0   -1.0     -1.0        -1.0  -1.0 -1.0 1.377  -1.0  -1   -1   -1    3
435 149.85473 2.60694 23.19      1      0      1      0      1      1        862187        1.63   1.63     -1.0        -1.0  -1.0 1.63 2.111  -1.0   3   -1   -1    3
436 149.62421 2.18066 20.77      1      0      1      0      1      1        580915      1.1856    1.2   1.1856    1.187137  -1.0  1.2 1.186  -1.0   0    3    3    1
437 150.70922 2.14744 19.74      1      1      0      0      1      1        558743      0.3256   0.28   0.3256       0.326  -1.0 0.28 0.326  -1.0   0    3    1    1
438 150.60366 2.68653 20.94      1      1      0      0      1      1        914962      1.7574    0.8     -1.0      1.7574  -1.0  0.8 1.757  -1.0   1   -1    9    1
439 150.06994 2.10161  23.6      1      1      0      0      1      1        526398        2.25   0.87     -1.0        -1.0  -1.0 0.87  2.25  2.25   5   -1   -1    3
440 150.03516 2.04648 20.21      1      1      0      0      1      1        492525     0.37036   0.26  0.37036        -1.0  -1.0 0.26  0.37  -1.0   0   20   -1    3
441 150.11043 2.70826 18.43      1      1      0      0      1      1        923481     0.35025   -1.0  0.35025   0.3506149  -1.0 -1.0  0.35  -1.0   0   20    3    1
442 150.69662 1.98579  22.7      0      1      1      1      1      6        453072        0.25   0.25     -1.0        -1.0  -1.0 0.25 0.291  -1.0   3   -1   -1    4
443 150.63842 2.57845 22.22      0      1      1      1      1      6        843386      1.0258    0.9     -1.0      1.0258  -1.0  0.9 1.026  -1.0   1   -1    1    1
444 150.59186 2.61939 22.92      0      1      1      1      1      6        869382        3.11   3.11     -1.0        -1.0  -1.0 3.11 3.092  -1.0   3   -1   -1    4
445 150.46898 2.33174 21.43      0      1      1      1      1      6        681106       0.246   -1.0    0.246       0.246  -1.0 -1.0 0.337  -1.0   0   18    6    1
446 150.49614  2.3275 23.76      0      1      1      1      1      2        676889        2.15   2.15     -1.0        -1.0  -1.0 2.15 1.661  -1.0   3   -1   -1    4
447  150.4917 2.41748 23.37      0      1      1      1      1      6        737476   0.4204357   0.79     -1.0   0.4204357  -1.0 0.79  0.42  -1.0   1   -1    9    1
448 150.39154 2.59115 23.06      0      1      1      1      1      6        851352        -1.0   -1.0     -1.0        -1.0  -1.0 -1.0  0.72  -1.0  -1   -1   -1    4
449 150.27347 2.34254 24.04      0      1      1      1      1      6        687951        1.69   1.69     -1.0        -1.0  -1.0 1.69 1.634  -1.0   3   -1   -1    4
450 150.33926  2.6281 24.23      0      1      1      1      1      5        876267        1.27   1.27     -1.0        -1.0  -1.0 1.27 1.237  -1.0   3   -1   -1    4
451 150.02445 2.27321 23.34      0      1      1      1      1      5        640964      3.8993   2.88   3.8993        -1.0  -1.0 2.88 3.677  -1.0   0   99   -1    4
452 150.13039 2.46597 22.97      0      1      1      1      1      6        768961       3.865   3.45    3.865       3.865  -1.0 3.45 3.437  -1.0   0   18    6    4
453 150.01662 2.44895 22.67      0      1      1      1      1      6        757715        1.65   1.65     -1.0        -1.0  -1.0 1.65 0.842  -1.0   3   -1   -1    4
454 150.00737 2.67111 21.28      0      1      1      1      1      3        903304   1.3992345   2.57     -1.0   1.3992345  -1.0 2.57 1.399  -1.0   1   -1    9    1
455 150.14082 2.73189 21.19      0      1      1      1      1      6        942848        1.28   1.28     -1.0        -1.0  -1.0 1.28   0.4  -1.0   3   -1   -1    4
456 149.84361 1.73313 22.91      0      1      1      1      1      6        293947        2.51   2.51     -1.0        -1.0  -1.0 2.51 3.192  -1.0   3   -1   -1    4
457 149.85395 1.75368 22.51      0      1      1      1      1      6        306758        3.39   3.39     -1.0        -1.0  -1.0 3.39  3.14  -1.0   3   -1   -1    4
458 149.95062 2.35457 22.04      0      1      1      1      1      6        696561      0.9393   1.04   0.9393  0.96061426  -1.0 1.04  0.48  -1.0   0    8    9    1
459 149.63865   2.289 20.25      0      1      1      1      1      6        652276        1.95   1.95     -1.0        -1.0  -1.0 1.95  0.23  -1.0   3   -1   -1    4
460 149.68263 2.43826 21.49      0      1      1      1      1      6        751481      0.3285   0.22   0.3285      0.3278  -1.0 0.22 0.328  -1.0   0    4    1    1
461 149.54147 2.29958 21.81      0      1      1      1      1      3        659386  0.43130392   0.09     -1.0  0.43130392  -1.0 0.09 0.431  -1.0   1   -1    9    1
462 150.49197 2.38669 22.45      0      1      1      1      0      3        718762   1.0992048   -1.0     -1.0   1.0992048  -1.0 -1.0  0.55  -1.0   1   -1    9    1
463 149.90549 2.35398 23.02      0      1      1      1      0      3        695302     3.26734   3.35  3.26734        -1.0  -1.0 3.35 3.249  -1.0   0   12   -1    4
464 149.68291 2.14387 22.98      0      1      1      1      0      3        554866        1.34   1.34     -1.0        -1.0  -1.0 1.34 1.381  -1.0   3   -1   -1    4
465 150.71432 2.06321 24.01      0      1      1      0      1      3        501586        -1.0   -1.0     -1.0        -1.0  -1.0 -1.0 2.658  -1.0  -1   -1   -1    4
466 150.28029 2.35167  20.2      0      1      1      0      1      1        695724       0.677   -1.0    0.677  0.67828023  -1.0 -1.0 0.678  -1.0   0   30    9    1
467  150.7088 2.66565 22.64      0      1      0      1      1      1        899601        0.21   0.21     -1.0        -1.0  -1.0 0.21 0.165  -1.0   3   -1   -1    4
468 150.45593 1.71645 24.92      0      0      1      1      1      2        282989        2.19   2.19     -1.0        -1.0  -1.0 2.19 1.733  -1.0   3   -1   -1    4
469 150.38343 1.85426 22.49      0      0      1      1      1      3        370385  0.71563935   1.89     -1.0  0.71563935  -1.0 1.89 0.716  -1.0   1   -1    9    1
470  150.4046 2.78052 22.35      0      0      1      1      1      3        972308    0.598566    0.6     -1.0    0.598566  -1.0  0.6 0.599  -1.0   1   -1    9    1
471 150.32195 2.27449  21.9      0      0      1      1      1      3        642775      0.3512    1.0     -1.0      0.3512  -1.0  1.0 0.974  -1.0   1   -1    1    1
472 150.06852 2.40944 22.56      0      0      1      1      1      3        732491       1.565   -1.0    1.565       1.565  -1.0 -1.0 0.685  -1.0   0   18    6    4
473 150.10284 2.63016 21.89      0      0      1      1      1      3        878566      0.5376   -1.0     -1.0      0.5376  -1.0 -1.0 0.538  -1.0   1   -1    1    1
474  149.9708 2.74958 23.65      0      0      1      1      1      1        952645        2.21   2.21     -1.0        -1.0  -1.0 2.21  1.29  -1.0   3   -1   -1    4
475  149.6533 2.14465  23.3      0      0      1      1      1      2        557143  0.27166745   -1.0     -1.0  0.27166745  -1.0 -1.0 0.272  -1.0   1   -1    9    1
476 150.46775 1.71527 25.87      0      1      1      0      0      1        282218        2.22   2.22     -1.0        -1.0  -1.0 2.22 1.764  -1.0   3   -1   -1    4
477 150.40234 2.14531 20.88      0      1      1      0      0      1        557139      0.4748   0.47   0.4748      0.4743  -1.0 0.47 0.478  -1.0   0    1    1    1
478 150.19225 2.54455 23.29      0      1      1      0      0      1        820651      1.2309   1.17     -1.0      1.2309  -1.0 1.17 1.174  -1.0   1   -1    2    4
479 150.07346 1.97913 24.27      0      1      1      0      0      1        448744        2.89   2.89     -1.0        -1.0  -1.0 2.89 2.591  -1.0   3   -1   -1    4
480 150.06734 2.48515 23.38      0      1      1      0      0      1        781247      1.3604   0.97     -1.0      1.3604  -1.0 0.97 1.322  -1.0   1   -1    2    4
481   150.022 2.79111 21.22      0      1      1      0      0      1        979537      0.8227    0.8   0.8227    0.822619 0.822  0.8 0.822  -1.0   0   30    8    2
482 149.91036 2.69558 21.49      0      1      1      0      0      1        921254      0.8942   0.86   0.8942     0.89377  -1.0 0.86 0.851  -1.0   0   30    8    4
483 150.55083 2.68288 23.63      0      0      1      1      0      1        910341         3.5    3.5     -1.0        -1.0  -1.0  3.5 3.493  -1.0   3   -1   -1    4
484 150.32241 2.04128 25.31      0      0      1      1      0      1        487018        2.75   2.75     -1.0        -1.0  -1.0 2.75 2.771  -1.0   3   -1   -1    4
485 150.09361 2.23721 22.31      0      0      1      1      0      1        617721      1.4373   1.44   1.4373     1.43026  -1.0 1.44 1.175  -1.0   0    1    2    1
486 149.69403 2.33439 23.52      0      0      0      1      1      1        681801        0.47   0.47     -1.0        -1.0  -1.0 0.47 0.497  -1.0   3   -1   -1    4
487 149.58882 2.49681 23.09      0      1      0      1      0      1        789561        -1.0   -1.0     -1.0        -1.0  -1.0 -1.0 1.217  -1.0  -1   -1   -1    4
488 150.28975 2.75321 23.69      0      0      1      0      1      1        954735        1.69   1.69     -1.0        -1.0  -1.0 1.69 1.914  -1.0   3   -1   -1    4
489 150.24965 1.95294 22.48      0      1      0      0      1      1        432897      1.1727   -1.0     -1.0      1.1727  -1.0 -1.0 1.107  -1.0   1   -1    1    1
490 150.16971 2.78131 20.79      0      1      0      0      1      1        973742      0.7251   0.54   0.7251    0.724888  -1.0 0.54  0.71  -1.0   0   30    8    4
491 150.03524 2.72781 21.04      0      1      0      0      1      1        940746   0.5093386   0.52     -1.0   0.5093386  -1.0 0.52 0.509  -1.0   1   -1    9    1
# ----- ----- ------------------- ------------------------- ------- ---------------
